Player Id,Name,Position,Year,Season,Week,Game Date,Home or Away,Opponent,Outcome,Score,Games Played,Games Started,Punts,Gross Punting Yards,Net Punting Yards,Longest Punt,Gross Punting Average,Net Punting Average,Punts Blocked,Out of Bounds Punts,Downed Punts,Punts Inside 20 Yard Line,Touchbacks,Fair Catches,Punts Returned,Yards Returned on Punts,TDs Returned on Punt
brittoncolquitt/71259,"Colquitt, Britton",P,2013,Regular Season,17,12/29,Away,OAK,W,34 to 14,1,0,3,120,99,48,40.0,24.8,1,0,0,1,1,1,1,1,0
brittoncolquitt/71259,"Colquitt, Britton",P,2013,Postseason,19,01/12,Home,SD,W,24 to 17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
brittoncolquitt/71259,"Colquitt, Britton",P,2013,Postseason,20,01/19,Home,NE,W,26 to 16,1,0,1,48,28,48,48.0,28.0,0,0,0,0,1,0,0,0,0
brittoncolquitt/71259,"Colquitt, Britton",P,2013,Postseason,22,02/02,Home,SEA,L,8 to 43,1,0,2,60,60,31,30.0,30.0,0,0,0,1,0,2,0,0,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Preseason,1,08/09,Away,CHI,W,31 to 3,1,0,4,165,135,49,41.3,33.8,0,0,0,3,1,1,2,10,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Preseason,2,08/18,Home,SEA,L,10 to 30,1,0,6,316,274,69,52.7,45.7,0,0,1,0,0,2,3,42,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Preseason,3,08/26,Home,SF,L,24 to 29,1,0,5,244,214,56,48.8,42.8,0,0,0,1,0,2,3,30,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Preseason,4,08/30,Away,ARI,W,16 to 13,1,0,6,259,230,47,43.2,38.3,0,0,0,2,1,2,3,9,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,1,09/09,Home,PIT,W,31 to 19,1,0,2,90,67,46,45.0,33.5,0,0,0,1,0,0,2,23,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,2,09/17,Away,ATL,L,21 to 27,1,0,5,251,253,67,50.2,50.6,0,0,2,3,0,2,1,-2,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,3,09/23,Home,HOU,L,25 to 31,1,0,8,379,340,56,47.4,42.5,0,0,2,3,1,1,4,19,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,4,09/30,Home,OAK,W,37 to 6,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,5,10/07,Away,NE,L,21 to 31,1,0,3,137,112,51,45.7,37.3,0,0,1,2,1,0,1,5,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,6,10/15,Away,SD,W,35 to 24,1,0,5,223,209,56,44.6,41.8,0,0,0,2,0,1,4,14,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,8,10/28,Home,NO,W,34 to 14,1,0,5,232,213,55,46.4,42.6,0,0,1,3,1,2,1,-1,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,9,11/04,Away,CIN,W,31 to 23,1,0,3,140,141,49,46.7,47.0,0,0,0,1,0,0,3,-1,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,10,11/11,Away,CAR,W,36 to 14,1,0,6,288,278,60,48.0,46.3,0,0,2,3,0,1,3,10,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,11,11/18,Home,SD,W,30 to 23,1,0,5,252,222,58,50.4,44.4,0,0,0,1,1,2,2,10,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,12,11/25,Away,KC,W,17 to 9,1,0,4,175,146,51,43.8,36.5,0,1,0,0,0,1,2,29,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,13,12/02,Home,TB,W,31 to 23,1,0,5,224,209,55,44.8,41.8,0,1,1,3,0,2,1,15,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,14,12/06,Away,OAK,W,26 to 13,1,0,2,89,81,53,44.5,40.5,0,0,0,2,0,1,1,8,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,15,12/16,Away,BAL,W,34 to 17,1,0,8,344,292,49,43.0,36.5,0,0,1,2,0,2,5,52,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,16,12/23,Home,CLE,W,34 to 12,1,0,3,147,136,56,49.0,45.3,0,0,0,0,0,1,2,11,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Regular Season,17,12/30,Home,KC,W,38 to 3,1,0,3,134,123,53,44.7,41.0,0,1,0,1,0,1,1,11,0
brittoncolquitt/71259,"Colquitt, Britton",P,2012,Postseason,19,01/12,Home,BAL,L,35 to 38,1,0,5,244,222,59,48.8,44.4,0,0,1,3,0,1,3,22,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Preseason,1,08/11,Away,DAL,L,23 to 24,1,0,4,190,191,54,47.5,47.8,0,0,0,1,0,0,4,-1,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Preseason,2,08/20,Home,BUF,W,24 to 10,1,0,4,236,188,62,59.0,47.0,0,0,0,1,1,0,3,28,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Preseason,3,08/27,Home,SEA,W,23 to 20,1,0,6,306,263,61,51.0,43.8,0,0,0,1,1,2,3,23,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Preseason,4,09/01,Away,ARI,L,7 to 26,1,0,7,320,287,59,45.7,41.0,0,0,0,1,1,1,5,13,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,1,09/12,Home,OAK,L,20 to 23,1,0,4,165,125,65,41.3,31.3,0,0,2,1,2,0,0,0,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,2,09/18,Home,CIN,W,24 to 22,1,0,6,335,306,59,55.8,51.0,0,0,0,1,0,1,5,29,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,3,09/25,Away,TEN,L,14 to 17,1,0,5,246,225,62,49.2,45.0,0,0,0,4,0,1,4,21,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,4,10/02,Away,GB,L,23 to 49,1,0,2,98,91,53,49.0,45.5,0,0,0,0,0,0,2,7,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,5,10/09,Home,SD,L,24 to 29,1,0,6,322,257,60,53.7,42.8,0,1,0,1,0,0,5,65,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,7,10/23,Away,MIA,W,18 to 15,1,0,9,435,373,66,48.3,41.4,0,0,1,2,0,4,4,62,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,8,10/30,Home,DET,L,10 to 45,1,0,7,353,323,57,50.4,46.1,0,0,0,1,0,4,3,30,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,9,11/06,Away,OAK,W,38 to 24,1,0,5,238,195,57,47.6,39.0,0,0,0,0,0,1,4,43,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,10,11/13,Away,KC,W,17 to 10,1,0,7,307,278,60,43.9,39.7,0,0,3,4,0,1,3,29,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,11,11/17,Home,NYJ,W,17 to 13,1,0,8,350,275,56,43.8,34.4,0,0,1,3,2,2,3,35,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,12,11/27,Away,SD,W,16 to 13,1,0,9,391,335,61,43.4,37.2,0,0,1,3,2,3,3,16,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,13,12/04,Away,MIN,W,35 to 32,1,0,6,307,293,59,51.2,48.8,0,0,1,3,0,2,3,14,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,14,12/11,Home,CHI,W,13 to 10,1,0,8,363,327,53,45.4,40.9,0,1,0,3,0,5,2,36,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,15,12/18,Home,NE,L,23 to 41,1,0,3,165,142,60,55.0,47.3,0,0,0,1,0,0,3,23,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,16,12/24,Away,BUF,L,14 to 40,1,0,7,306,171,50,43.7,24.4,0,0,1,1,0,3,3,135,1
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Regular Season,17,01/01,Home,KC,L,3 to 7,1,0,9,402,342,55,44.7,38.0,0,1,3,5,1,0,4,40,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Postseason,18,01/08,Home,PIT,W,29 to 23,1,0,4,164,164,50,41.0,41.0,0,0,1,1,0,3,0,0,0
brittoncolquitt/71259,"Colquitt, Britton",P,2011,Postseason,19,01/14,Away,NE,L,10 to 45,1,0,7,272,244,44,38.9,34.9,0,0,1,1,0,4,2,28,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Preseason,1,08/15,Away,CIN,L,24 to 33,1,0,6,287,178,60,47.8,29.7,0,0,1,1,0,1,4,109,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Preseason,2,08/21,Home,DET,L,20 to 25,1,0,3,154,129,58,51.3,43.0,0,0,0,0,0,0,3,25,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Preseason,3,08/29,Home,PIT,W,34 to 17,1,0,4,224,204,60,56.0,51.0,0,0,0,2,0,1,3,20,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Preseason,4,09/02,Away,MIN,L,24 to 31,1,0,1,48,48,48,48.0,48.0,0,0,0,1,0,0,1,0,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,1,09/12,Away,JAC,L,17 to 24,1,0,4,172,146,51,43.0,36.5,0,0,0,1,0,1,3,26,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,2,09/19,Home,SEA,W,31 to 14,1,0,4,205,123,63,51.3,30.8,0,0,0,2,0,1,3,82,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,3,09/26,Home,IND,L,13 to 27,1,0,3,143,139,55,47.7,46.3,0,0,0,1,0,2,1,4,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,4,10/03,Away,TEN,W,26 to 20,1,0,5,208,179,51,41.6,35.8,0,0,0,2,1,3,1,9,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,5,10/10,Away,BAL,L,17 to 31,1,0,7,281,250,53,40.1,35.7,0,2,0,0,0,2,3,31,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,6,10/17,Home,NYJ,L,20 to 24,1,0,6,301,238,58,50.2,39.7,0,1,0,1,2,0,3,23,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,7,10/24,Home,OAK,L,14 to 59,1,0,7,364,317,61,52.0,45.3,0,1,0,0,0,0,6,47,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,8,10/31,Away,SF,L,16 to 24,1,0,7,236,221,48,33.7,31.6,0,1,2,4,0,2,2,15,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,10,11/14,Home,KC,W,49 to 29,1,0,2,82,46,46,41.0,23.0,0,0,0,0,1,0,1,16,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,11,11/22,Away,SD,L,14 to 35,1,0,9,335,299,50,37.2,33.2,0,1,0,1,0,3,5,36,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,12,11/28,Home,STL,L,33 to 36,1,0,4,201,162,57,50.3,40.5,0,0,0,0,1,0,3,19,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,13,12/05,Away,KC,L,6 to 10,1,0,7,288,274,48,41.1,39.1,0,0,1,2,0,2,4,14,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,14,12/12,Away,ARI,L,13 to 43,1,0,5,281,209,60,56.2,41.8,0,0,0,0,0,0,5,72,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,15,12/19,Away,OAK,L,23 to 39,1,0,7,307,240,56,43.9,34.3,0,0,1,1,1,0,5,47,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,16,12/26,Home,HOU,W,24 to 23,1,0,4,174,140,52,43.5,35.0,0,0,0,2,1,1,2,14,0
brittoncolquitt/71259,"Colquitt, Britton",P,2010,Regular Season,17,01/02,Home,SD,L,28 to 33,1,0,5,257,162,57,51.4,32.4,0,1,1,2,0,0,3,95,0
brittoncolquitt/71259,"Colquitt, Britton",P,2009,Preseason,1,08/14,Away,SF,L,16 to 17,1,0,1,47,47,47,47.0,47.0,0,0,1,1,0,0,0,0,0
brittoncolquitt/71259,"Colquitt, Britton",P,2009,Preseason,2,08/22,Away,SEA,L,13 to 27,1,0,3,95,91,42,31.7,30.3,0,1,0,1,0,0,2,4,0
brittoncolquitt/71259,"Colquitt, Britton",P,2009,Preseason,3,08/30,Home,CHI,L,17 to 27,1,0,2,104,104,58,52.0,52.0,0,1,1,2,0,0,0,0,0
brittoncolquitt/71259,"Colquitt, Britton",P,2009,Regular Season,17,01/03,Home,KC,L,24 to 44,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
dustincolquitt/2506438,"Colquitt, Dustin",P,2018,Preseason,1,08/09,Home,HOU,L,10 to 17,1,0,3,128,116,45,42.7,38.7,0,0,0,0,0,1,2,12,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2018,Preseason,2,08/17,Away,ATL,W,28 to 14,1,0,3,129,123,59,43.0,41.0,0,0,1,1,0,0,2,6,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Preseason,1,08/11,Home,SF,L,17 to 27,1,0,6,291,251,56,48.5,41.8,0,1,0,3,0,1,4,40,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Preseason,2,08/19,Away,CIN,W,30 to 12,1,0,2,110,99,56,55.0,49.5,0,0,0,0,0,0,2,11,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Preseason,3,08/25,Away,SEA,L,13 to 26,1,0,5,240,221,61,48.0,44.2,0,1,0,0,0,2,2,19,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Preseason,4,08/31,Home,TEN,W,30 to 6,1,0,6,287,247,56,47.8,41.2,0,1,2,2,2,1,0,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,1,09/07,Away,NE,W,42 to 27,1,0,6,262,254,59,43.7,42.3,0,0,1,3,0,4,1,8,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,2,09/17,Home,PHI,W,27 to 20,1,0,5,227,177,60,45.4,35.4,0,0,0,2,2,2,1,10,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,3,09/24,Away,LAC,W,24 to 10,1,0,5,249,237,63,49.8,47.4,0,0,0,3,0,2,3,12,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,4,10/02,Home,WAS,W,29 to 20,1,0,3,105,85,39,35.0,28.3,0,1,0,1,1,1,0,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,5,10/08,Away,HOU,W,42 to 34,1,0,2,86,37,53,43.0,18.5,0,0,1,0,0,0,1,49,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,6,10/15,Home,PIT,L,13 to 19,1,0,4,190,190,54,47.5,47.5,0,0,2,3,0,1,1,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,7,10/19,Away,OAK,L,30 to 31,1,0,3,137,137,56,45.7,45.7,0,1,0,3,0,1,1,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,8,10/30,Home,DEN,W,29 to 19,1,0,5,209,206,53,41.8,41.2,0,0,1,2,0,0,4,3,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,9,11/05,Away,DAL,L,17 to 28,1,0,5,231,210,54,46.2,42.0,0,0,0,1,1,2,2,1,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,11,11/19,Away,NYG,L,9 to 12,1,0,5,215,207,58,43.0,41.4,0,0,2,4,0,1,2,8,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,12,11/26,Home,BUF,L,10 to 16,1,0,8,390,329,56,48.8,41.1,0,1,0,2,0,1,6,61,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,13,12/03,Away,NYJ,L,31 to 38,1,0,2,98,98,50,49.0,49.0,0,0,0,0,0,2,0,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,14,12/10,Home,OAK,W,26 to 15,1,0,3,103,103,55,34.3,34.3,0,0,1,2,0,2,0,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,15,12/16,Home,LAC,W,30 to 13,1,0,3,129,123,51,43.0,41.0,0,1,0,2,0,1,1,6,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,16,12/24,Home,MIA,W,29 to 13,1,0,1,49,49,49,49.0,49.0,0,1,0,0,0,0,0,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Regular Season,17,12/31,Away,DEN,W,27 to 24,1,0,5,256,230,77,51.2,46.0,0,0,1,1,1,2,1,6,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2017,Postseason,18,01/06,Home,TEN,L,21 to 22,1,0,5,250,212,54,50.0,42.4,0,0,0,0,1,1,3,18,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Preseason,1,08/13,Home,SEA,L,16 to 17,1,0,5,261,228,69,52.2,45.6,0,0,1,2,0,0,4,33,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Preseason,2,08/20,Away,LA,L,20 to 21,1,0,3,140,141,52,46.7,47.0,0,1,0,1,0,0,2,-1,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Preseason,3,08/27,Away,CHI,W,23 to 7,1,0,3,119,99,48,39.7,33.0,0,0,0,1,1,1,1,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Preseason,4,09/01,Home,GB,W,17 to 7,1,0,7,387,316,70,55.3,39.5,1,0,1,3,0,1,5,71,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,1,09/11,Home,SD,W,33 to 27,1,0,5,197,169,50,39.4,33.8,0,0,2,1,1,0,2,8,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,2,09/18,Away,HOU,L,12 to 19,1,0,6,285,273,57,47.5,45.5,0,0,0,3,0,2,4,12,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,3,09/25,Home,NYJ,W,24 to 3,1,0,4,172,160,48,43.0,40.0,0,0,1,2,0,2,1,12,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,4,10/02,Away,PIT,L,14 to 43,1,0,6,257,233,58,42.8,38.8,0,1,1,3,1,2,1,4,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,6,10/16,Away,OAK,W,26 to 10,1,0,3,122,109,46,40.7,36.3,0,0,0,2,0,1,2,13,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,7,10/23,Home,NO,W,27 to 21,1,0,4,191,141,60,47.8,35.3,0,0,0,1,2,0,2,10,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,8,10/30,Away,IND,W,30 to 14,1,0,5,245,240,54,49.0,48.0,0,1,0,3,0,2,2,5,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,9,11/06,Home,JAX,W,19 to 14,1,0,7,353,319,59,50.4,45.6,0,0,0,4,0,3,4,34,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,10,11/13,Away,CAR,W,20 to 17,1,0,5,245,216,64,49.0,43.2,0,1,0,2,1,2,1,9,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,11,11/20,Home,TB,L,17 to 19,1,0,3,130,117,58,43.3,39.0,0,0,1,1,0,1,1,13,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,12,11/27,Away,DEN,W,30 to 27,1,0,9,431,397,61,47.9,44.1,0,0,0,5,1,3,5,14,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,13,12/04,Away,ATL,W,29 to 28,1,0,3,150,111,61,50.0,37.0,0,0,0,0,2,0,1,-1,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,14,12/08,Home,OAK,W,21 to 13,1,0,5,168,166,39,33.6,33.2,0,0,0,5,0,4,1,2,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,15,12/18,Home,TEN,L,17 to 19,1,0,6,273,231,57,45.5,38.5,0,0,0,2,1,3,2,22,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,16,12/25,Home,DEN,W,33 to 10,1,0,4,164,164,52,41.0,41.0,0,1,0,3,0,2,1,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Regular Season,17,01/01,Away,SD,W,37 to 27,1,0,1,44,44,44,44.0,44.0,0,0,1,1,0,0,0,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2016,Postseason,19,01/15,Home,PIT,L,16 to 18,1,0,4,183,174,54,45.8,43.5,0,1,0,1,0,1,2,9,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Preseason,1,08/15,Away,ARI,W,34 to 19,1,0,2,73,73,37,36.5,36.5,0,0,0,2,0,2,0,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Preseason,2,08/21,Home,SEA,W,14 to 13,1,0,5,266,226,66,53.2,45.2,0,0,1,1,1,0,3,20,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Preseason,3,08/28,Home,TEN,W,34 to 10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Preseason,4,09/03,Away,STL,W,24 to 17,1,0,5,229,229,54,45.8,45.8,0,0,0,2,0,4,1,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,1,09/13,Away,HOU,W,27 to 20,1,0,7,307,253,56,43.9,36.1,0,0,1,4,2,0,4,14,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,2,09/17,Home,DEN,L,24 to 31,1,0,4,210,210,58,52.5,52.5,0,2,1,1,0,1,0,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,3,09/28,Away,GB,L,28 to 38,1,0,6,301,271,61,50.2,45.2,0,1,0,2,0,1,4,30,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,4,10/04,Away,CIN,L,21 to 36,1,0,1,62,55,62,62.0,55.0,0,0,0,0,0,0,1,7,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,5,10/11,Home,CHI,L,17 to 18,1,0,7,331,291,55,47.3,41.6,0,1,0,4,1,2,3,20,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,6,10/18,Away,MIN,L,10 to 16,1,0,6,250,236,55,41.7,39.3,0,1,1,3,0,2,2,14,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,7,10/25,Home,PIT,W,23 to 13,1,0,3,164,162,57,54.7,54.0,0,0,0,0,0,2,1,2,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,8,11/01,Home,DET,W,45 to 10,1,0,4,164,162,46,41.0,40.5,0,0,2,3,0,1,1,2,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,10,11/15,Away,DEN,W,29 to 13,1,0,5,226,215,59,45.2,43.0,0,1,3,4,0,0,1,11,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,11,11/22,Away,SD,W,33 to 3,1,0,5,203,203,43,40.6,40.6,0,0,1,4,0,3,1,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,12,11/29,Home,BUF,W,30 to 22,1,0,3,117,112,41,39.0,37.3,0,0,2,0,0,0,1,5,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,13,12/06,Away,OAK,W,34 to 20,1,0,5,250,229,55,50.0,45.8,0,1,0,2,0,1,3,21,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,14,12/13,Home,SD,W,10 to 3,1,0,4,154,134,48,38.5,33.5,0,0,1,2,1,2,0,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,15,12/20,Away,BAL,W,34 to 14,1,0,5,232,205,57,46.4,41.0,0,1,1,3,0,1,2,27,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,16,12/27,Home,CLE,W,17 to 13,1,0,5,184,147,47,36.8,29.4,0,1,0,1,1,1,2,17,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Regular Season,17,01/03,Home,OAK,W,23 to 17,1,0,5,178,178,41,35.6,35.6,0,0,1,4,0,4,0,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Postseason,18,01/09,Away,HOU,W,30 to 0,1,0,4,181,181,56,45.3,45.3,0,1,0,3,0,3,0,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2015,Postseason,19,01/16,Away,NE,L,20 to 27,1,0,3,107,85,42,35.7,28.3,0,0,1,2,0,1,1,22,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2014,Preseason,1,08/07,Home,CIN,W,41 to 39,1,0,2,106,102,71,53.0,51.0,0,1,0,1,0,0,1,4,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2014,Preseason,2,08/17,Away,CAR,L,16 to 28,1,0,5,195,194,52,39.0,38.8,0,0,1,3,0,3,1,1,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2014,Preseason,3,08/23,Home,MIN,L,12 to 30,1,0,7,364,284,62,52.0,40.6,0,1,1,2,0,0,5,80,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2014,Preseason,4,08/28,Away,GB,L,14 to 34,1,0,4,180,154,55,45.0,38.5,0,0,0,2,0,1,3,26,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2014,Regular Season,1,09/07,Home,TEN,L,10 to 26,1,0,5,213,215,52,42.6,43.0,0,1,0,2,0,3,1,-2,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2014,Regular Season,2,09/14,Away,DEN,L,17 to 24,1,0,2,80,80,40,40.0,40.0,0,0,1,2,0,1,0,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2014,Regular Season,3,09/21,Away,MIA,W,34 to 15,1,0,5,255,244,64,51.0,48.8,0,0,2,2,0,0,3,11,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2014,Regular Season,4,09/29,Home,NE,W,41 to 14,1,0,4,180,170,54,45.0,42.5,0,0,1,4,0,1,2,10,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2014,Regular Season,5,10/05,Away,SF,L,17 to 22,1,0,4,161,141,51,40.3,35.3,0,0,1,1,1,2,0,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2014,Regular Season,7,10/19,Away,SD,W,23 to 20,1,0,4,173,153,51,43.3,38.3,0,1,1,2,1,1,0,0,0
dustincolquitt/2506438,"Colquitt, Dustin",P,2014,Regular Season,8,10/26,Home,STL,W,34 to 7,1,0,4,182,140,55,45.5,35.0,0,0,1,3,0,1,2,42,0
