gameDate,Player Id,Name,Position,Year,Season,Week,Game Date,Home or Away,Opponent,Outcome,Score,Games Played,Games Started,Receptions,Receiving Yards,Yards Per Reception,Longest Reception,Receiving TDs,Rushing Attempts,Rushing Yards,Yards Per Carry,Longest Rushing Run,Rushing TDs,Fumbles,Fumbles Lost
2017-10-15,tylerhigbee/2555364,"Higbee, Tyler",TE,2017,Regular Season,6,10/15,Away,JAX,W,27 to 17,1,1,1.0,0.0,0.0,0.0,0.0,,,,,,,
2017-10-22,tylerhigbee/2555364,"Higbee, Tyler",TE,2017,Regular Season,7,10/22,Home,ARI,W,33 to 0,1,1,3.0,13.0,4.3,5.0,0.0,,,,,,,
2017-11-05,tylerhigbee/2555364,"Higbee, Tyler",TE,2017,Regular Season,9,11/05,Away,NYG,W,51 to 17,1,1,1.0,8.0,8.0,8.0,1.0,,,,,,,
2017-11-12,tylerhigbee/2555364,"Higbee, Tyler",TE,2017,Regular Season,10,11/12,Home,HOU,W,33 to 7,1,1,2.0,22.0,11.0,15.0,0.0,,,,,,,
2017-11-19,tylerhigbee/2555364,"Higbee, Tyler",TE,2017,Regular Season,11,11/19,Away,MIN,L,7 to 24,1,1,1.0,5.0,5.0,5.0,0.0,,,,,,,
2017-11-26,tylerhigbee/2555364,"Higbee, Tyler",TE,2017,Regular Season,12,11/26,Home,NO,W,26 to 20,1,1,3.0,48.0,16.0,38.0,0.0,,,,,,,
2017-12-03,tylerhigbee/2555364,"Higbee, Tyler",TE,2017,Regular Season,13,12/03,Away,ARI,W,32 to 16,1,1,1.0,6.0,6.0,6.0,0.0,,,,,,,
2017-12-10,tylerhigbee/2555364,"Higbee, Tyler",TE,2017,Regular Season,14,12/10,Home,PHI,L,35 to 43,1,1,,,,,,,,,,,,
2017-12-17,tylerhigbee/2555364,"Higbee, Tyler",TE,2017,Regular Season,15,12/17,Away,SEA,W,42 to 7,1,1,1.0,12.0,12.0,12.0,0.0,,,,,,,
2017-12-24,tylerhigbee/2555364,"Higbee, Tyler",TE,2017,Regular Season,16,12/24,Away,TEN,W,27 to 23,1,1,2.0,15.0,7.5,10.0,0.0,,,,,,,
2017-12-31,tylerhigbee/2555364,"Higbee, Tyler",TE,2017,Regular Season,17,12/31,Home,SF,L,13 to 34,1,1,,,,,,,,,,,,
2016-09-12,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,1,09/12,Away,SF,L,0 to 28,1,1,1.0,2.0,2.0,2.0,0.0,,,,,,,
2016-09-18,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,2,09/18,Home,SEA,W,9 to 3,1,0,,,,,,,,,,,,
2016-09-25,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,3,09/25,Away,TB,W,37 to 32,1,1,,,,,,,,,,,,
2016-10-02,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,4,10/02,Away,ARI,W,17 to 13,1,0,0.0,0.0,,,0.0,,,,,,,
2016-10-09,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,5,10/09,Home,BUF,L,19 to 30,1,0,0.0,0.0,,,0.0,,,,,,,
2016-10-16,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,6,10/16,Away,DET,L,28 to 31,1,0,,,,,,,,,,,,
2016-10-23,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,7,10/23,Home,NYG,L,10 to 17,1,0,1.0,4.0,4.0,4.0,0.0,,,,,,,
2016-11-06,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,9,11/06,Home,CAR,L,10 to 13,1,1,1.0,31.0,31.0,31.0,0.0,,,,,,,
2016-11-13,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,10,11/13,Away,NYJ,W,9 to 6,1,1,,,,,,,,,,,,
2016-11-20,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,11,11/20,Home,MIA,L,10 to 14,1,1,2.0,4.0,2.0,3.0,0.0,,,,,,,
2016-11-27,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,12,11/27,Away,NO,L,21 to 49,1,1,0.0,0.0,,,0.0,,,,,,,
2016-12-04,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,13,12/04,Away,NE,L,10 to 26,1,0,2.0,16.0,8.0,10.0,0.0,,,,,,,
2016-12-11,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,14,12/11,Home,ATL,L,14 to 42,1,0,1.0,8.0,8.0,8.0,0.0,,,,,,,
2016-12-15,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,15,12/15,Away,SEA,L,3 to 24,1,0,1.0,15.0,15.0,15.0,0.0,,,,,,,
2016-12-24,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,16,12/24,Home,SF,L,21 to 22,1,1,2.0,5.0,2.5,3.0,1.0,,,,,,,
2016-01-01,tylerhigbee/2555364,"Higbee, Tyler",TE,2016,Regular Season,17,01/01,Home,ARI,L,6 to 44,1,0,,,,,,,,,,,,
2017-10-15,colehikutini/2558953,"Hikutini, Cole",TE,2017,Regular Season,6,10/15,Away,WAS,L,24 to 26,1,0,,,,,,,,,,,,
2017-10-22,colehikutini/2558953,"Hikutini, Cole",TE,2017,Regular Season,7,10/22,Home,DAL,L,10 to 40,1,0,1.0,5.0,5.0,5.0,0.0,,,,,,,
2017-10-29,colehikutini/2558953,"Hikutini, Cole",TE,2017,Regular Season,8,10/29,Away,PHI,L,10 to 33,1,0,1.0,10.0,10.0,10.0,0.0,,,,,,,
2017-11-05,colehikutini/2558953,"Hikutini, Cole",TE,2017,Regular Season,9,11/05,Home,ARI,L,10 to 20,1,0,,,,,,,,,,,,
2017-09-11,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,1,09/11,Away,MIN,L,19 to 29,1,1,,,,,,,,,,,,
2017-09-17,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,2,09/17,Home,NE,L,20 to 36,1,0,3.0,29.0,9.7,13.0,0.0,,,,,,,
2017-09-24,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,3,09/24,Away,CAR,W,34 to 13,1,1,1.0,3.0,3.0,3.0,0.0,,,,,,,
2017-10-01,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,4,10/01,Away,MIA,W,20 to 0,1,1,,,,,,,,,,,,
2017-10-15,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,6,10/15,Home,DET,W,52 to 38,1,1,,,,,,,,,,,,
2017-10-22,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,7,10/22,Away,GB,W,26 to 17,1,0,,,,,,,,,,,,
2017-10-29,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,8,10/29,Home,CHI,W,20 to 12,1,1,3.0,29.0,9.7,19.0,0.0,,,,,,,
2017-11-05,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,9,11/05,Home,TB,W,30 to 10,1,0,,,,,,,,,,,,
2017-11-12,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,10,11/12,Away,BUF,W,47 to 10,1,0,1.0,-2.0,-2.0,-2.0,0.0,,,,,,1.0,1.0
2017-11-19,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,11,11/19,Home,WAS,W,34 to 31,1,1,1.0,3.0,3.0,3.0,1.0,1.0,-8.0,-8.0,-8.0,0.0,,
2017-11-26,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,12,11/26,Away,LA,L,20 to 26,1,1,,,,,,,,,,,,
2017-12-03,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,13,12/03,Home,CAR,W,31 to 21,1,1,1.0,8.0,8.0,8.0,0.0,,,,,,1.0,1.0
2017-12-07,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,14,12/07,Away,ATL,L,17 to 20,1,0,2.0,14.0,7.0,12.0,0.0,,,,,,,
2017-12-17,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,15,12/17,Home,NYJ,W,31 to 19,1,1,1.0,22.0,22.0,22.0,0.0,,,,,,,
2017-12-24,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,16,12/24,Home,ATL,W,23 to 13,1,1,2.0,11.0,5.5,7.0,0.0,,,,,,,
2017-12-31,joshhill/2541834,"Hill, Josh",TE,2017,Regular Season,17,12/31,Away,TB,L,24 to 31,1,1,1.0,8.0,8.0,8.0,0.0,,,,,,,
2016-09-11,joshhill/2541834,"Hill, Josh",TE,2016,Regular Season,1,09/11,Home,OAK,L,34 to 35,1,1,,,,,,,,,,,,
2016-09-18,joshhill/2541834,"Hill, Josh",TE,2016,Regular Season,2,09/18,Away,NYG,L,13 to 16,0,0,,,,,,,,,,,,
2016-09-26,joshhill/2541834,"Hill, Josh",TE,2016,Regular Season,3,09/26,Home,ATL,L,32 to 45,0,0,,,,,,,,,,,,
2016-10-02,joshhill/2541834,"Hill, Josh",TE,2016,Regular Season,4,10/02,Away,SD,W,35 to 34,0,0,,,,,,,,,,,,
2016-10-16,joshhill/2541834,"Hill, Josh",TE,2016,Regular Season,6,10/16,Home,CAR,W,41 to 38,1,1,2.0,23.0,11.5,15.0,1.0,,,,,,,
2016-10-23,joshhill/2541834,"Hill, Josh",TE,2016,Regular Season,7,10/23,Away,KC,L,21 to 27,1,1,1.0,6.0,6.0,6.0,0.0,,,,,,,
2016-10-30,joshhill/2541834,"Hill, Josh",TE,2016,Regular Season,8,10/30,Home,SEA,W,25 to 20,1,1,1.0,3.0,3.0,3.0,0.0,,,,,,,
2016-11-06,joshhill/2541834,"Hill, Josh",TE,2016,Regular Season,9,11/06,Away,SF,W,41 to 23,1,1,4.0,40.0,10.0,32.0,0.0,,,,,,,
2016-11-13,joshhill/2541834,"Hill, Josh",TE,2016,Regular Season,10,11/13,Home,DEN,L,23 to 25,1,1,0.0,0.0,,,0.0,,,,,,,
2016-11-17,joshhill/2541834,"Hill, Josh",TE,2016,Regular Season,11,11/17,Away,CAR,L,20 to 23,1,1,0.0,0.0,,,0.0,,,,,,,
2016-11-27,joshhill/2541834,"Hill, Josh",TE,2016,Regular Season,12,11/27,Home,LA,W,49 to 21,1,0,6.0,74.0,12.3,35.0,0.0,,,,,,,
2016-12-04,joshhill/2541834,"Hill, Josh",TE,2016,Regular Season,13,12/04,Home,DET,L,13 to 28,1,1,1.0,3.0,3.0,3.0,0.0,,,,,,,
2015-09-13,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,1,09/13,Away,ARI,L,19 to 31,1,0,,,,,,,,,,,,
2015-09-20,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,2,09/20,Home,TB,L,19 to 26,1,1,1.0,2.0,2.0,2.0,0.0,,,,,,,
2015-09-27,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,3,09/27,Away,CAR,L,22 to 27,1,0,1.0,10.0,10.0,10.0,0.0,,,,,,,
2015-10-04,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,4,10/04,Home,DAL,W,26 to 20,1,1,2.0,11.0,5.5,8.0,1.0,,,,,,,
2015-10-11,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,5,10/11,Away,PHI,L,17 to 39,1,0,0.0,0.0,,,0.0,,,,,,,
2015-10-15,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,6,10/15,Home,ATL,W,31 to 21,1,1,3.0,38.0,12.7,19.0,0.0,,,,,,,
2015-10-25,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,7,10/25,Away,IND,W,27 to 21,1,1,0.0,0.0,,,0.0,,,,,,,
2015-11-01,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,8,11/01,Home,NYG,W,52 to 49,1,1,1.0,5.0,5.0,5.0,0.0,,,,,,,
2015-11-08,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,9,11/08,Home,TEN,L,28 to 34,1,0,2.0,21.0,10.5,11.0,1.0,,,,,,,
2015-11-15,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,10,11/15,Away,WAS,L,14 to 47,1,0,,,,,,,,,,,,
2015-11-29,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,12,11/29,Away,HOU,L,6 to 24,1,0,0.0,0.0,,,0.0,,,,,,,
2015-12-06,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,13,12/06,Home,CAR,L,38 to 41,1,0,2.0,11.0,5.5,7.0,0.0,,,,,,,
2015-12-13,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,14,12/13,Away,TB,W,24 to 17,1,1,1.0,6.0,6.0,6.0,0.0,,,,,,,
2015-12-21,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,15,12/21,Home,DET,L,27 to 35,1,0,,,,,,,,,,,,
2015-12-27,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,16,12/27,Home,JAC,W,38 to 27,1,1,2.0,12.0,6.0,6.0,0.0,,,,,,,
2015-01-03,joshhill/2541834,"Hill, Josh",TE,2015,Regular Season,17,01/03,Away,ATL,W,20 to 17,1,0,1.0,4.0,4.0,4.0,0.0,,,,,,,
2014-09-07,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,1,09/07,Away,ATL,L,34 to 37,1,0,,,,,,,,,,,,
2014-09-14,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,2,09/14,Away,CLE,L,24 to 26,1,0,1.0,-1.0,-1.0,-1.0,0.0,,,,,,,
2014-09-21,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,3,09/21,Home,MIN,W,20 to 9,1,0,2.0,48.0,24.0,34.0,1.0,,,,,,,
2014-09-28,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,4,09/28,Away,DAL,L,17 to 38,1,0,1.0,12.0,12.0,12.0,1.0,,,,,,,
2014-10-05,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,5,10/05,Home,TB,W,37 to 31,1,0,3.0,53.0,17.7,37.0,0.0,,,,,,,
2014-10-19,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,7,10/19,Away,DET,L,23 to 24,1,1,1.0,8.0,8.0,8.0,0.0,,,,,,,
2014-10-26,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,8,10/26,Home,GB,W,44 to 23,1,0,1.0,2.0,2.0,2.0,1.0,,,,,,,
2014-10-30,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,9,10/30,Away,CAR,W,28 to 10,1,0,0.0,0.0,,,0.0,,,,,,,
2014-11-09,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,10,11/09,Home,SF,L,24 to 27,1,0,,,,,,,,,,,,
2014-11-16,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,11,11/16,Home,CIN,L,10 to 27,1,0,0.0,0.0,,,0.0,,,,,,,
2014-11-24,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,12,11/24,Home,BAL,L,27 to 34,1,0,2.0,22.0,11.0,17.0,0.0,,,,,,,
2014-11-30,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,13,11/30,Away,PIT,W,35 to 32,1,0,1.0,17.0,17.0,17.0,0.0,,,,,,,
2014-12-07,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,14,12/07,Home,CAR,L,10 to 41,1,1,0.0,0.0,,,0.0,,,,,,,
2014-12-15,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,15,12/15,Away,CHI,W,31 to 15,1,0,2.0,15.0,7.5,8.0,2.0,,,,,,,
2014-12-21,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,16,12/21,Home,ATL,L,14 to 30,1,1,,,,,,,,,,,,
2014-12-28,joshhill/2541834,"Hill, Josh",TE,2014,Regular Season,17,12/28,Away,TB,W,23 to 20,1,0,,,,,,,,,,,,
2013-09-08,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,1,09/08,Home,ATL,W,23 to 17,1,0,,,,,,,,,,,,
2013-09-15,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,2,09/15,Away,TB,W,16 to 14,1,0,,,,,,,,,,,,
2013-09-22,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,3,09/22,Home,ARI,W,31 to 7,1,0,,,,,,,,,,,,
2013-09-30,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,4,09/30,Home,MIA,W,38 to 17,1,0,,,,,,,,,,,,
2013-10-06,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,5,10/06,Away,CHI,W,26 to 18,1,0,,,,,,,,,,,,
2013-10-13,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,6,10/13,Away,NE,L,27 to 30,1,0,,,,,,,,,,,,
2013-10-27,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,8,10/27,Home,BUF,W,35 to 17,1,0,2.0,17.0,8.5,9.0,0.0,,,,,,,
2013-11-03,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,9,11/03,Away,NYJ,L,20 to 26,1,1,0.0,0.0,,,0.0,1.0,-8.0,-8.0,-8.0,0.0,,
2013-11-10,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,10,11/10,Home,DAL,W,49 to 17,1,1,,,,,,,,,,,,
2013-11-17,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,11,11/17,Home,SF,W,23 to 20,1,1,1.0,3.0,3.0,3.0,1.0,,,,,,,
2013-11-21,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,12,11/21,Away,ATL,W,17 to 13,1,0,2.0,16.0,8.0,9.0,0.0,,,,,,,
2013-12-02,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,13,12/02,Away,SEA,L,7 to 34,1,0,0.0,0.0,,,0.0,,,,,,,
2013-12-08,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,14,12/08,Home,CAR,W,31 to 13,1,0,,,,,,,,,,,,
2013-12-15,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,15,12/15,Away,STL,L,16 to 27,0,0,,,,,,,,,,,,
2013-12-22,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,16,12/22,Away,CAR,L,13 to 17,0,0,,,,,,,,,,,,
2013-12-29,joshhill/2541834,"Hill, Josh",TE,2013,Regular Season,17,12/29,Home,TB,W,42 to 17,1,0,1.0,8.0,8.0,8.0,0.0,,,,,,,
2017-09-07,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,1,09/07,Home,KC,L,27 to 42,0,0,,,,,,,,,,,,
2017-09-17,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,2,09/17,Away,NO,W,36 to 20,1,1,1.0,5.0,5.0,5.0,0.0,,,,,,,
2017-09-24,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,3,09/24,Home,HOU,W,36 to 33,1,0,1.0,19.0,19.0,19.0,0.0,,,,,,,
2017-10-01,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,4,10/01,Home,CAR,L,30 to 33,1,0,0.0,0.0,,,0.0,,,,,,,
2017-10-05,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,5,10/05,Away,TB,W,19 to 14,1,0,0.0,0.0,,,0.0,,,,,,,
2017-10-15,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,6,10/15,Away,NYJ,W,24 to 17,1,0,,,,,,,,,,,,
2017-10-22,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,7,10/22,Home,ATL,W,23 to 7,1,0,,,,,,,,,,,,
2017-10-29,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,8,10/29,Home,LAC,W,21 to 13,1,0,1.0,13.0,13.0,13.0,0.0,,,,,,,
2017-11-12,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,10,11/12,Away,DEN,W,41 to 16,1,0,,,,,,,,,,,,
2017-11-19,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,11,11/19,Away,OAK,W,33 to 8,1,0,,,,,,,,,,,,
2017-11-26,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,12,11/26,Home,MIA,W,35 to 17,1,0,,,,,,,,,,,,
2017-12-03,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,13,12/03,Away,BUF,W,23 to 3,1,0,0.0,0.0,,,0.0,,,,,,,
2017-12-11,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,14,12/11,Away,MIA,L,20 to 27,1,0,,,,,,,,,,,,
2017-12-17,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,15,12/17,Away,PIT,W,27 to 24,1,0,0.0,0.0,,,0.0,,,,,,,
2017-12-24,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,16,12/24,Home,BUF,W,37 to 16,1,0,1.0,5.0,5.0,5.0,0.0,1.0,5.0,5.0,5.0,0.0,,
2017-12-31,jacobhollister/2558956,"Hollister, Jacob",TE,2017,Regular Season,17,12/31,Home,NYJ,W,26 to 6,1,0,0.0,0.0,,,0.0,,,,,,,
2017-12-17,gabeholmes/2553658,"Holmes, Gabe",TE,2017,Regular Season,15,12/17,Away,WAS,L,15 to 20,1,0,0.0,0.0,,,0.0,,,,,,,
2017-12-24,gabeholmes/2553658,"Holmes, Gabe",TE,2017,Regular Season,16,12/24,Home,NYG,W,23 to 0,1,0,,,,,,,,,,,,
2017-12-31,gabeholmes/2553658,"Holmes, Gabe",TE,2017,Regular Season,17,12/31,Away,SEA,W,26 to 24,0,0,,,,,,,,,,,,
2015-09-13,gabeholmes/2553658,"Holmes, Gabe",TE,2015,Regular Season,1,09/13,Home,CIN,L,13 to 33,0,0,,,,,,,,,,,,
2015-11-15,gabeholmes/2553658,"Holmes, Gabe",TE,2015,Regular Season,10,11/15,Home,MIN,L,14 to 30,0,0,,,,,,,,,,,,
2015-11-22,gabeholmes/2553658,"Holmes, Gabe",TE,2015,Regular Season,11,11/22,Away,DET,L,13 to 18,0,0,,,,,,,,,,,,
2015-11-29,gabeholmes/2553658,"Holmes, Gabe",TE,2015,Regular Season,12,11/29,Away,TEN,W,24 to 21,0,0,,,,,,,,,,,,
2015-12-06,gabeholmes/2553658,"Holmes, Gabe",TE,2015,Regular Season,13,12/06,Home,KC,L,20 to 34,0,0,,,,,,,,,,,,
2015-12-13,gabeholmes/2553658,"Holmes, Gabe",TE,2015,Regular Season,14,12/13,Away,DEN,W,15 to 12,0,0,,,,,,,,,,,,
2015-12-20,gabeholmes/2553658,"Holmes, Gabe",TE,2015,Regular Season,15,12/20,Home,GB,L,20 to 30,0,0,,,,,,,,,,,,
2015-12-24,gabeholmes/2553658,"Holmes, Gabe",TE,2015,Regular Season,16,12/24,Home,SD,W,23 to 20,0,0,,,,,,,,,,,,
2015-01-03,gabeholmes/2553658,"Holmes, Gabe",TE,2015,Regular Season,17,01/03,Away,KC,L,17 to 23,0,0,,,,,,,,,,,,
2017-09-11,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,1,09/11,Away,MIN,L,19 to 29,1,1,,,,,,,,,,,,
2017-09-17,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,2,09/17,Home,NE,L,20 to 36,1,1,1.0,8.0,8.0,8.0,0.0,,,,,,,
2017-09-24,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,3,09/24,Away,CAR,W,34 to 13,1,1,0.0,0.0,,,0.0,,,,,,,
2017-10-01,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,4,10/01,Away,MIA,W,20 to 0,1,1,1.0,13.0,13.0,13.0,0.0,,,,,,,
2017-10-15,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,6,10/15,Home,DET,W,52 to 38,1,0,2.0,27.0,13.5,25.0,1.0,,,,,,,
2017-10-22,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,7,10/22,Away,GB,W,26 to 17,1,1,,,,,,,,,,,,
2017-10-29,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,8,10/29,Home,CHI,W,20 to 12,1,1,,,,,,,,,,,,
2017-11-05,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,9,11/05,Home,TB,W,30 to 10,1,1,,,,,,,,,,,,
2017-11-12,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,10,11/12,Away,BUF,W,47 to 10,1,1,1.0,4.0,4.0,4.0,0.0,,,,,,,
2017-11-19,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,11,11/19,Home,WAS,W,34 to 31,1,1,,,,,,,,,,,,
2017-11-26,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,12,11/26,Away,LA,L,20 to 26,1,0,,,,,,,,,,,,
2017-12-03,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,13,12/03,Home,CAR,W,31 to 21,1,0,1.0,0.0,0.0,0.0,0.0,,,,,,,
2017-12-07,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,14,12/07,Away,ATL,L,17 to 20,1,1,0.0,0.0,,,0.0,,,,,,,
2017-12-17,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,15,12/17,Home,NYJ,W,31 to 19,1,0,,,,,,,,,,,,
2017-12-24,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,16,12/24,Home,ATL,W,23 to 13,0,0,,,,,,,,,,,,
2017-12-31,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2017,Regular Season,17,12/31,Away,TB,L,24 to 31,0,0,,,,,,,,,,,,
2015-09-10,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2015,Regular Season,1,09/10,Home,PIT,W,28 to 21,1,0,,,,,,,,,,,,
2015-09-20,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2015,Regular Season,2,09/20,Away,BUF,W,40 to 32,1,0,,,,,,,,,,,,
2015-09-27,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2015,Regular Season,3,09/27,Home,JAC,W,51 to 17,0,0,,,,,,,,,,,,
2015-10-04,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2015,Regular Season,4,10/04,Home,DAL,W,26 to 20,0,0,,,,,,,,,,,,
2015-10-11,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2015,Regular Season,5,10/11,Away,PHI,L,17 to 39,1,0,2.0,4.0,2.0,7.0,0.0,,,,,,1.0,1.0
2015-10-15,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2015,Regular Season,6,10/15,Home,ATL,W,31 to 21,1,0,0.0,0.0,,,0.0,,,,,,,
2015-10-25,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2015,Regular Season,7,10/25,Away,IND,W,27 to 21,1,0,5.0,31.0,6.2,16.0,1.0,,,,,,,
2015-11-01,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2015,Regular Season,8,11/01,Home,NYG,W,52 to 49,1,1,0.0,0.0,,,0.0,,,,,,,
2015-11-08,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2015,Regular Season,9,11/08,Home,TEN,L,28 to 34,1,1,1.0,1.0,1.0,1.0,1.0,,,,,,,
2015-11-15,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2015,Regular Season,10,11/15,Away,WAS,L,14 to 47,1,1,,,,,,,,,,,,
2015-11-29,michaelhoomanawanui/497246,"Hoomanawanui, Michael",TE,2015,Regular Season,12,11/29,Away,HOU,L,6 to 24,1,1,0.0,0.0,,,0.0,,,,,,,
