gameDate,Player Id,Name,Position,Year,Season,Week,Game Date,Home or Away,Opponent,Outcome,Score,Games Played,Games Started,Receptions,Receiving Yards,Yards Per Reception,Longest Reception,Receiving TDs,Rushing Attempts,Rushing Yards,Yards Per Carry,Longest Rushing Run,Rushing TDs,Fumbles,Fumbles Lost
2017-12-10,joshmalone/2558127,"Malone, Josh",WR,2017,Regular Season,14,12/10,Home,CHI,L,7 to 33,1,1,0.0,0.0,,,0.0,,,,,,,
2017-12-17,joshmalone/2558127,"Malone, Josh",WR,2017,Regular Season,15,12/17,Away,MIN,L,7 to 34,1,0,0.0,0.0,,,0.0,1.0,4.0,4.0,4.0,0.0,,
2017-12-24,joshmalone/2558127,"Malone, Josh",WR,2017,Regular Season,16,12/24,Home,DET,W,26 to 17,1,1,0.0,0.0,,,0.0,1.0,-2.0,-2.0,-2.0,0.0,,
2017-12-31,joshmalone/2558127,"Malone, Josh",WR,2017,Regular Season,17,12/31,Away,BAL,W,31 to 27,1,1,,,,,,,,,,,,
2017-12-03,bradleymarquez/2553725,"Marquez, Bradley",WR,2017,Regular Season,13,12/03,Away,BAL,L,20 to 44,0,0,,,,,,,,,,,,
2017-12-10,bradleymarquez/2553725,"Marquez, Bradley",WR,2017,Regular Season,14,12/10,Away,TB,W,24 to 21,0,0,,,,,,,,,,,,
2017-12-16,bradleymarquez/2553725,"Marquez, Bradley",WR,2017,Regular Season,15,12/16,Home,CHI,W,20 to 10,0,0,,,,,,,,,,,,
2017-12-24,bradleymarquez/2553725,"Marquez, Bradley",WR,2017,Regular Season,16,12/24,Away,CIN,L,17 to 26,0,0,,,,,,,,,,,,
2017-12-31,bradleymarquez/2553725,"Marquez, Bradley",WR,2017,Regular Season,17,12/31,Home,GB,W,35 to 11,1,0,,,,,,,,,,,,
2016-09-12,bradleymarquez/2553725,"Marquez, Bradley",WR,2016,Regular Season,1,09/12,Away,SF,L,0 to 28,1,0,,,,,,,,,,,,
2016-09-18,bradleymarquez/2553725,"Marquez, Bradley",WR,2016,Regular Season,2,09/18,Home,SEA,W,9 to 3,1,0,,,,,,,,,,,,
2016-09-25,bradleymarquez/2553725,"Marquez, Bradley",WR,2016,Regular Season,3,09/25,Away,TB,W,37 to 32,1,0,1.0,12.0,12.0,12.0,0.0,,,,,,,
2016-10-02,bradleymarquez/2553725,"Marquez, Bradley",WR,2016,Regular Season,4,10/02,Away,ARI,W,17 to 13,1,0,,,,,,,,,,,,
2016-10-09,bradleymarquez/2553725,"Marquez, Bradley",WR,2016,Regular Season,5,10/09,Home,BUF,L,19 to 30,1,0,,,,,,1.0,2.0,2.0,2.0,0.0,,
2016-10-16,bradleymarquez/2553725,"Marquez, Bradley",WR,2016,Regular Season,6,10/16,Away,DET,L,28 to 31,1,0,1.0,13.0,13.0,13.0,0.0,,,,,,,
2016-10-23,bradleymarquez/2553725,"Marquez, Bradley",WR,2016,Regular Season,7,10/23,Home,NYG,L,10 to 17,1,0,0.0,0.0,,,0.0,,,,,,,
2016-11-06,bradleymarquez/2553725,"Marquez, Bradley",WR,2016,Regular Season,9,11/06,Home,CAR,L,10 to 13,1,0,0.0,0.0,,,0.0,,,,,,,
2016-11-13,bradleymarquez/2553725,"Marquez, Bradley",WR,2016,Regular Season,10,11/13,Away,NYJ,W,9 to 6,1,0,,,,,,,,,,,,
2016-11-20,bradleymarquez/2553725,"Marquez, Bradley",WR,2016,Regular Season,11,11/20,Home,MIA,L,10 to 14,1,0,,,,,,,,,,,,
2016-11-27,bradleymarquez/2553725,"Marquez, Bradley",WR,2016,Regular Season,12,11/27,Away,NO,L,21 to 49,1,0,1.0,12.0,12.0,12.0,0.0,,,,,,,
2016-12-04,bradleymarquez/2553725,"Marquez, Bradley",WR,2016,Regular Season,13,12/04,Away,NE,L,10 to 26,1,0,0.0,0.0,,,0.0,,,,,,,
2016-12-11,bradleymarquez/2553725,"Marquez, Bradley",WR,2016,Regular Season,14,12/11,Home,ATL,L,14 to 42,1,0,,,,,,,,,,,,
2016-12-15,bradleymarquez/2553725,"Marquez, Bradley",WR,2016,Regular Season,15,12/15,Away,SEA,L,3 to 24,1,0,,,,,,,,,,,,
2015-09-13,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,1,09/13,Home,SEA,W,34 to 31,1,0,,,,,,,,,,,,
2015-09-20,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,2,09/20,Away,WAS,L,10 to 24,1,0,,,,,,,,,,,,
2015-09-27,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,3,09/27,Home,PIT,L,6 to 12,1,0,,,,,,,,,,,,
2015-10-04,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,4,10/04,Away,ARI,W,24 to 22,1,0,,,,,,,,,,,,
2015-10-11,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,5,10/11,Away,GB,L,10 to 24,1,0,,,,,,,,,,,,
2015-10-25,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,7,10/25,Home,CLE,W,24 to 6,1,0,,,,,,,,,,,,
2015-11-01,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,8,11/01,Home,SF,W,27 to 6,1,0,1.0,5.0,5.0,5.0,0.0,,,,,,,
2015-11-08,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,9,11/08,Away,MIN,L,18 to 21,1,0,1.0,3.0,3.0,3.0,0.0,,,,,,,
2015-11-15,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,10,11/15,Home,CHI,L,13 to 37,1,0,2.0,19.0,9.5,11.0,0.0,,,,,,,
2015-11-22,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,11,11/22,Away,BAL,L,13 to 16,1,0,,,,,,,,,,,,
2015-11-29,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,12,11/29,Away,CIN,L,7 to 31,1,0,3.0,13.0,4.3,7.0,0.0,,,,,,,
2015-12-06,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,13,12/06,Home,ARI,L,3 to 27,1,0,3.0,16.0,5.3,6.0,0.0,,,,,,,
2015-12-13,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,14,12/13,Home,DET,W,21 to 14,1,1,3.0,32.0,10.7,14.0,0.0,,,,,,,
2015-12-17,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,15,12/17,Home,TB,W,31 to 23,1,0,0.0,0.0,,,0.0,,,,,,,
2015-12-27,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,16,12/27,Away,SEA,W,23 to 17,1,0,0.0,0.0,,,0.0,,,,,,,
2015-01-03,bradleymarquez/2553725,"Marquez, Bradley",WR,2015,Regular Season,17,01/03,Away,SF,L,16 to 19,1,0,0.0,0.0,,,0.0,,,,,,,
2017-09-10,brandonmarshall/2495893,"Marshall, Brandon",WR,2017,Regular Season,1,09/10,Away,DAL,L,3 to 19,1,1,1.0,10.0,10.0,10.0,0.0,,,,,,,
2017-09-18,brandonmarshall/2495893,"Marshall, Brandon",WR,2017,Regular Season,2,09/18,Home,DET,L,10 to 24,1,1,1.0,17.0,17.0,17.0,0.0,,,,,,,
2017-09-24,brandonmarshall/2495893,"Marshall, Brandon",WR,2017,Regular Season,3,09/24,Away,PHI,L,24 to 27,1,1,8.0,66.0,8.3,18.0,0.0,,,,,,,
2017-10-01,brandonmarshall/2495893,"Marshall, Brandon",WR,2017,Regular Season,4,10/01,Away,TB,L,23 to 25,1,1,6.0,46.0,7.7,11.0,0.0,,,,,,,
2017-10-08,brandonmarshall/2495893,"Marshall, Brandon",WR,2017,Regular Season,5,10/08,Home,LAC,L,22 to 27,1,1,2.0,15.0,7.5,12.0,0.0,,,,,,,
2016-09-11,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,1,09/11,Home,CIN,L,22 to 23,1,1,3.0,32.0,10.7,18.0,0.0,,,,,,,
2016-09-15,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,2,09/15,Away,BUF,W,37 to 31,1,1,6.0,101.0,16.8,37.0,0.0,,,,,,,
2016-09-25,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,3,09/25,Away,KC,L,3 to 24,1,1,3.0,27.0,9.0,11.0,0.0,,,,,,,
2016-10-02,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,4,10/02,Home,SEA,L,17 to 27,1,1,4.0,89.0,22.3,41.0,1.0,,,,,,,
2016-10-09,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,5,10/09,Away,PIT,L,13 to 31,1,1,8.0,114.0,14.3,19.0,1.0,,,,,,,
2016-10-17,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,6,10/17,Away,ARI,L,3 to 28,1,1,3.0,70.0,23.3,36.0,0.0,,,,,,,
2016-10-23,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,7,10/23,Home,BAL,W,24 to 16,1,1,3.0,39.0,13.0,21.0,0.0,,,,,,,
2016-10-30,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,8,10/30,Away,CLE,W,31 to 28,1,1,4.0,68.0,17.0,31.0,0.0,,,,,,,
2016-11-06,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,9,11/06,Away,MIA,L,23 to 27,1,1,5.0,46.0,9.2,15.0,0.0,,,,,,,
2016-11-13,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,10,11/13,Home,LA,L,6 to 9,1,1,4.0,15.0,3.8,6.0,0.0,,,,,,,
2016-11-27,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,12,11/27,Home,NE,L,17 to 22,1,1,6.0,67.0,11.2,20.0,1.0,,,,,,,
2016-12-05,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,13,12/05,Home,IND,L,10 to 41,1,1,4.0,43.0,10.8,17.0,0.0,,,,,,,
2016-12-11,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,14,12/11,Away,SF,W,23 to 17,1,1,3.0,33.0,11.0,20.0,0.0,,,,,,,
2016-12-17,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,15,12/17,Home,MIA,L,13 to 34,1,1,1.0,16.0,16.0,16.0,0.0,,,,,,,
2016-12-24,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,16,12/24,Away,NE,L,3 to 41,1,1,2.0,28.0,14.0,17.0,0.0,,,,,,,
2016-01-01,brandonmarshall/2495893,"Marshall, Brandon",WR,2016,Regular Season,17,01/01,Home,BUF,W,30 to 10,0,0,,,,,,,,,,,,
2015-09-13,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,1,09/13,Home,CLE,W,31 to 10,1,1,6.0,62.0,10.3,18.0,1.0,,,,,,,
2015-09-21,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,2,09/21,Away,IND,W,20 to 7,1,1,7.0,101.0,14.4,42.0,1.0,,,,,,,
2015-09-27,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,3,09/27,Home,PHI,L,17 to 24,1,1,10.0,109.0,10.9,20.0,1.0,,,,,,2.0,1.0
2015-10-04,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,4,10/04,Away,MIA,W,27 to 14,1,1,7.0,128.0,18.3,58.0,0.0,,,,,,,
2015-10-18,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,6,10/18,Home,WAS,W,34 to 20,1,1,7.0,111.0,15.9,35.0,1.0,,,,,,1.0,1.0
2015-10-25,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,7,10/25,Away,NE,L,23 to 30,1,1,4.0,67.0,16.8,29.0,0.0,,,,,,,
2015-11-01,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,8,11/01,Away,OAK,L,20 to 34,1,1,9.0,108.0,12.0,28.0,0.0,,,,,,,
2015-11-08,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,9,11/08,Home,JAC,W,28 to 23,1,1,4.0,44.0,11.0,20.0,1.0,,,,,,,
2015-11-12,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,10,11/12,Home,BUF,L,17 to 22,1,1,3.0,23.0,7.7,14.0,1.0,,,,,,,
2015-11-22,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,11,11/22,Away,HOU,L,17 to 24,1,1,5.0,47.0,9.4,21.0,1.0,,,,,,,
2015-11-29,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,12,11/29,Home,MIA,W,38 to 20,1,1,9.0,131.0,14.6,47.0,2.0,,,,,,,
2015-12-06,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,13,12/06,Away,NYG,W,23 to 20,1,1,12.0,131.0,10.9,25.0,1.0,,,,,,,
2015-12-13,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,14,12/13,Home,TEN,W,30 to 8,1,1,6.0,125.0,20.8,69.0,1.0,,,,,,,
2015-12-19,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,15,12/19,Away,DAL,W,19 to 16,1,1,4.0,74.0,18.5,25.0,0.0,,,,,,,
2015-12-27,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,16,12/27,Home,NE,W,26 to 20,1,1,8.0,115.0,14.4,33.0,2.0,,,,,,,
2015-01-03,brandonmarshall/2495893,"Marshall, Brandon",WR,2015,Regular Season,17,01/03,Away,BUF,L,17 to 22,1,1,8.0,126.0,15.8,41.0,1.0,,,,,,,
2014-09-07,brandonmarshall/2495893,"Marshall, Brandon",WR,2014,Regular Season,1,09/07,Home,BUF,L,20 to 23,1,1,8.0,71.0,8.9,15.0,1.0,,,,,,1.0,1.0
2014-09-14,brandonmarshall/2495893,"Marshall, Brandon",WR,2014,Regular Season,2,09/14,Away,SF,W,28 to 20,1,1,5.0,48.0,9.6,17.0,3.0,,,,,,,
2014-09-22,brandonmarshall/2495893,"Marshall, Brandon",WR,2014,Regular Season,3,09/22,Away,NYJ,W,27 to 19,1,1,1.0,6.0,6.0,6.0,0.0,,,,,,,
2014-09-28,brandonmarshall/2495893,"Marshall, Brandon",WR,2014,Regular Season,4,09/28,Home,GB,L,17 to 38,1,1,2.0,19.0,9.5,13.0,1.0,,,,,,,
2014-10-05,brandonmarshall/2495893,"Marshall, Brandon",WR,2014,Regular Season,5,10/05,Away,CAR,L,24 to 31,1,1,3.0,44.0,14.7,18.0,0.0,,,,,,,
2014-10-12,brandonmarshall/2495893,"Marshall, Brandon",WR,2014,Regular Season,6,10/12,Away,ATL,W,27 to 13,1,1,6.0,113.0,18.8,47.0,0.0,,,,,,,
2014-10-19,brandonmarshall/2495893,"Marshall, Brandon",WR,2014,Regular Season,7,10/19,Home,MIA,L,14 to 27,1,1,6.0,48.0,8.0,15.0,0.0,,,,,,,
2014-10-26,brandonmarshall/2495893,"Marshall, Brandon",WR,2014,Regular Season,8,10/26,Away,NE,L,23 to 51,1,1,3.0,35.0,11.7,17.0,0.0,,,,,,,
2014-11-09,brandonmarshall/2495893,"Marshall, Brandon",WR,2014,Regular Season,10,11/09,Away,GB,L,14 to 55,1,1,8.0,112.0,14.0,45.0,1.0,,,,,,,
2014-11-16,brandonmarshall/2495893,"Marshall, Brandon",WR,2014,Regular Season,11,11/16,Home,MIN,W,21 to 13,1,1,7.0,90.0,12.9,44.0,2.0,,,,,,,
2014-11-23,brandonmarshall/2495893,"Marshall, Brandon",WR,2014,Regular Season,12,11/23,Home,TB,W,21 to 13,1,1,3.0,32.0,10.7,15.0,0.0,,,,,,,
2014-11-27,brandonmarshall/2495893,"Marshall, Brandon",WR,2014,Regular Season,13,11/27,Away,DET,L,17 to 34,1,1,6.0,42.0,7.0,12.0,0.0,,,,,,,
2014-12-04,brandonmarshall/2495893,"Marshall, Brandon",WR,2014,Regular Season,14,12/04,Home,DAL,L,28 to 41,1,1,3.0,61.0,20.3,42.0,0.0,,,,,,,
2013-09-08,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,1,09/08,Home,CIN,W,24 to 21,1,1,8.0,104.0,13.0,38.0,1.0,,,,,,,
2013-09-15,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,2,09/15,Home,MIN,W,31 to 30,1,1,7.0,113.0,16.1,34.0,1.0,,,,,,,
2013-09-22,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,3,09/22,Away,PIT,W,40 to 23,1,1,5.0,52.0,10.4,41.0,0.0,,,,,,,
2013-09-29,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,4,09/29,Away,DET,L,32 to 40,1,1,7.0,79.0,11.3,24.0,0.0,,,,,,,
2013-10-06,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,5,10/06,Home,NO,L,18 to 26,1,1,4.0,30.0,7.5,12.0,1.0,,,,,,,
2013-10-10,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,6,10/10,Home,NYG,W,27 to 21,1,1,9.0,87.0,9.7,20.0,2.0,,,,,,,
2013-10-20,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,7,10/20,Away,WAS,L,41 to 45,1,1,6.0,75.0,12.5,28.0,0.0,,,,,,,
2013-11-04,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,9,11/04,Away,GB,W,27 to 20,1,1,7.0,107.0,15.3,23.0,1.0,,,,,,,
2013-11-10,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,10,11/10,Home,DET,L,19 to 21,1,1,7.0,139.0,19.9,44.0,2.0,,,,,,,
2013-11-17,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,11,11/17,Home,BAL,W,23 to 20,1,1,4.0,42.0,10.5,16.0,0.0,,,,,,,
2013-11-24,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,12,11/24,Away,STL,L,21 to 42,1,1,10.0,117.0,11.7,23.0,1.0,,,,,,,
2013-12-01,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,13,12/01,Away,MIN,L,20 to 23,1,1,4.0,45.0,11.3,15.0,0.0,,,,,,,
2013-12-09,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,14,12/09,Home,DAL,W,45 to 28,1,1,6.0,100.0,16.7,22.0,0.0,,,,,,,
2013-12-15,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,15,12/15,Away,CLE,W,38 to 31,1,1,6.0,95.0,15.8,41.0,1.0,,,,,,,
2013-12-22,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,16,12/22,Away,PHI,L,11 to 54,1,1,4.0,36.0,9.0,14.0,1.0,,,,,,,
2013-12-29,brandonmarshall/2495893,"Marshall, Brandon",WR,2013,Regular Season,17,12/29,Home,GB,L,28 to 33,1,1,6.0,74.0,12.3,37.0,1.0,,,,,,,
2012-09-09,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,1,09/09,Home,IND,W,41 to 21,1,1,9.0,119.0,13.2,24.0,1.0,,,,,,,
2012-09-13,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,2,09/13,Away,GB,L,10 to 23,1,1,2.0,24.0,12.0,14.0,0.0,,,,,,,
2012-09-23,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,3,09/23,Home,STL,W,23 to 6,1,1,5.0,71.0,14.2,34.0,0.0,,,,,,,
2012-10-01,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,4,10/01,Away,DAL,W,34 to 18,1,1,7.0,138.0,19.7,31.0,1.0,,,,,,,
2012-10-07,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,5,10/07,Away,JAC,W,41 to 3,1,1,12.0,144.0,12.0,24.0,1.0,,,,,,,
2012-10-22,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,7,10/22,Home,DET,W,13 to 7,1,1,6.0,81.0,13.5,20.0,1.0,,,,,,,
2012-10-28,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,8,10/28,Home,CAR,W,23 to 22,1,1,9.0,98.0,10.9,18.0,0.0,,,,,,,
2012-11-04,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,9,11/04,Away,TEN,W,51 to 20,1,1,9.0,122.0,13.6,39.0,3.0,,,,,,,
2012-11-11,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,10,11/11,Home,HOU,L,6 to 13,1,1,8.0,107.0,13.4,45.0,0.0,,,,,,,
2012-11-19,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,11,11/19,Away,SF,L,7 to 32,1,1,2.0,21.0,10.5,13.0,1.0,,,,,,,
2012-11-25,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,12,11/25,Home,MIN,W,28 to 10,1,1,12.0,92.0,7.7,17.0,0.0,,,,,,,
2012-12-02,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,13,12/02,Home,SEA,L,17 to 23,1,1,10.0,165.0,16.5,56.0,0.0,,,,,,1.0,0.0
2012-12-09,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,14,12/09,Away,MIN,L,14 to 21,1,1,10.0,160.0,16.0,39.0,1.0,,,,,,,
2012-12-16,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,15,12/16,Home,GB,L,13 to 21,1,1,6.0,56.0,9.3,15.0,1.0,,,,,,1.0,0.0
2012-12-23,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,16,12/23,Away,ARI,W,28 to 13,1,1,6.0,68.0,11.3,30.0,1.0,,,,,,,
2012-12-30,brandonmarshall/2495893,"Marshall, Brandon",WR,2012,Regular Season,17,12/30,Away,DET,W,26 to 24,1,1,5.0,42.0,8.4,19.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,,
2011-09-12,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,1,09/12,Home,NE,L,24 to 38,1,1,7.0,139.0,19.9,31.0,0.0,,,,,,,
2011-09-18,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,2,09/18,Home,HOU,L,13 to 23,1,1,6.0,79.0,13.2,29.0,1.0,,,,,,,
2011-09-25,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,3,09/25,Away,CLE,L,16 to 17,1,1,4.0,43.0,10.8,15.0,0.0,,,,,,,
2011-10-02,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,4,10/02,Away,SD,L,16 to 26,1,1,5.0,52.0,10.4,14.0,0.0,,,,,,,
2011-10-17,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,6,10/17,Away,NYJ,L,6 to 24,1,1,6.0,109.0,18.2,46.0,0.0,,,,,,,
2011-10-23,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,7,10/23,Home,DEN,L,15 to 18,1,1,6.0,61.0,10.2,16.0,0.0,,,,,,,
2011-10-30,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,8,10/30,Away,NYG,L,17 to 20,1,1,4.0,55.0,13.8,20.0,0.0,,,,,,,
2011-11-06,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,9,11/06,Away,KC,W,31 to 3,1,1,8.0,106.0,13.3,30.0,1.0,,,,,,,
2011-11-13,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,10,11/13,Home,WAS,W,20 to 9,1,1,7.0,98.0,14.0,26.0,0.0,,,,,,,
2011-11-20,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,11,11/20,Home,BUF,W,35 to 8,1,1,1.0,5.0,5.0,5.0,0.0,,,,,,,
2011-11-24,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,12,11/24,Away,DAL,L,19 to 20,1,1,5.0,103.0,20.6,39.0,1.0,,,,,,,
2011-12-04,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,13,12/04,Home,OAK,W,34 to 14,1,1,4.0,60.0,15.0,38.0,0.0,,,,,,,
2011-12-11,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,14,12/11,Home,PHI,L,10 to 26,1,1,4.0,27.0,6.8,16.0,1.0,,,,,,,
2011-12-18,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,15,12/18,Away,BUF,W,30 to 23,1,1,3.0,84.0,28.0,65.0,1.0,,,,,,1.0,1.0
2011-12-24,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,16,12/24,Away,NE,L,24 to 27,1,1,6.0,143.0,23.8,47.0,1.0,1.0,13.0,13.0,13.0,0.0,,
2011-01-01,brandonmarshall/2495893,"Marshall, Brandon",WR,2011,Regular Season,17,01/01,Home,NYJ,W,19 to 17,1,1,5.0,50.0,10.0,19.0,0.0,,,,,,,
2010-09-12,brandonmarshall/2495893,"Marshall, Brandon",WR,2010,Regular Season,1,09/12,Away,BUF,W,15 to 10,1,1,8.0,53.0,6.6,13.0,0.0,,,,,,,
2010-09-19,brandonmarshall/2495893,"Marshall, Brandon",WR,2010,Regular Season,2,09/19,Away,MIN,W,14 to 10,1,1,4.0,71.0,17.8,46.0,0.0,,,,,,,
2010-09-26,brandonmarshall/2495893,"Marshall, Brandon",WR,2010,Regular Season,3,09/26,Home,NYJ,L,23 to 31,1,1,10.0,166.0,16.6,40.0,1.0,2.0,3.0,1.5,4.0,0.0,,
2010-10-04,brandonmarshall/2495893,"Marshall, Brandon",WR,2010,Regular Season,4,10/04,Home,NE,L,14 to 41,1,1,5.0,50.0,10.0,19.0,0.0,,,,,,,
2010-10-17,brandonmarshall/2495893,"Marshall, Brandon",WR,2010,Regular Season,6,10/17,Away,GB,W,23 to 20,1,1,10.0,127.0,12.7,23.0,0.0,,,,,,,
2010-10-24,brandonmarshall/2495893,"Marshall, Brandon",WR,2010,Regular Season,7,10/24,Home,PIT,L,22 to 23,1,1,5.0,57.0,11.4,19.0,0.0,,,,,,,
2010-10-31,brandonmarshall/2495893,"Marshall, Brandon",WR,2010,Regular Season,8,10/31,Away,CIN,W,22 to 14,1,1,5.0,64.0,12.8,25.0,0.0,,,,,,,
2010-11-07,brandonmarshall/2495893,"Marshall, Brandon",WR,2010,Regular Season,9,11/07,Away,BAL,L,10 to 26,1,1,5.0,30.0,6.0,21.0,0.0,,,,,,1.0,0.0
2010-11-14,brandonmarshall/2495893,"Marshall, Brandon",WR,2010,Regular Season,10,11/14,Home,TEN,W,29 to 17,1,1,3.0,34.0,11.3,16.0,0.0,,,,,,,
2010-11-18,brandonmarshall/2495893,"Marshall, Brandon",WR,2010,Regular Season,11,11/18,Home,CHI,L,0 to 16,1,1,3.0,41.0,13.7,18.0,0.0,,,,,,,
2010-11-28,brandonmarshall/2495893,"Marshall, Brandon",WR,2010,Regular Season,12,11/28,Away,OAK,W,33 to 17,0,0,,,,,,,,,,,,
2010-12-05,brandonmarshall/2495893,"Marshall, Brandon",WR,2010,Regular Season,13,12/05,Home,CLE,L,10 to 13,0,0,,,,,,,,,,,,
2010-12-12,brandonmarshall/2495893,"Marshall, Brandon",WR,2010,Regular Season,14,12/12,Away,NYJ,W,10 to 6,1,1,2.0,16.0,8.0,10.0,1.0,,,,,,,
