gameDate,Player Id,Name,Position,Year,Season,Week,Game Date,Home or Away,Opponent,Outcome,Score,Games Played,Games Started,Receptions,Receiving Yards,Yards Per Reception,Longest Reception,Receiving TDs,Rushing Attempts,Rushing Yards,Yards Per Carry,Longest Rushing Run,Rushing TDs,Fumbles,Fumbles Lost
2017-09-17,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,2,09/17,Away,OAK,L,20 to 45,1,1,2.0,28.0,14.0,19.0,0.0,,,,,,,
2017-09-24,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,3,09/24,Home,MIA,W,20 to 6,1,1,3.0,95.0,31.7,69.0,1.0,,,,,,,
2017-10-01,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,4,10/01,Home,JAX,W,23 to 20,1,1,3.0,59.0,19.7,41.0,0.0,,,,,,,
2017-10-08,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,5,10/08,Away,CLE,W,17 to 14,1,1,2.0,16.0,8.0,10.0,0.0,,,,,,,
2017-10-15,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,6,10/15,Home,NE,L,17 to 24,1,1,4.0,76.0,19.0,32.0,0.0,,,,,,,
2017-10-22,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,7,10/22,Away,MIA,L,28 to 31,1,1,3.0,35.0,11.7,18.0,1.0,,,,,,,
2017-10-29,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,8,10/29,Home,ATL,L,20 to 25,1,1,6.0,104.0,17.3,32.0,1.0,1.0,1.0,1.0,1.0,0.0,,
2017-11-02,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,9,11/02,Home,BUF,W,34 to 21,1,1,4.0,48.0,12.0,25.0,1.0,,,,,,,
2017-11-12,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,10,11/12,Away,TB,L,10 to 15,1,0,4.0,85.0,21.3,38.0,1.0,,,,,,,
2017-11-26,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,12,11/26,Home,CAR,L,27 to 35,1,1,6.0,146.0,24.3,54.0,2.0,,,,,,,
2017-12-03,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,13,12/03,Home,KC,W,38 to 31,1,1,8.0,107.0,13.4,26.0,0.0,1.0,7.0,7.0,7.0,0.0,,
2017-12-10,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,14,12/10,Away,DEN,L,0 to 23,1,1,3.0,27.0,9.0,13.0,0.0,,,,,,,
2017-12-17,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,15,12/17,Away,NO,L,19 to 31,1,1,5.0,40.0,8.0,15.0,0.0,,,,,,,
2017-12-24,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,16,12/24,Home,LAC,L,7 to 14,1,1,5.0,51.0,10.2,16.0,0.0,,,,,,,
2017-12-31,robbyanderson/2556462,"Anderson, Robby",WR,2017,Regular Season,17,12/31,Away,NE,L,6 to 26,1,1,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,,
2016-09-11,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,1,09/11,Home,CIN,L,22 to 23,1,0,,,,,,,,,,,,
2016-09-15,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,2,09/15,Away,BUF,W,37 to 31,1,0,,,,,,,,,,,,
2016-09-25,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,3,09/25,Away,KC,L,3 to 24,1,0,2.0,34.0,17.0,26.0,0.0,,,,,,,
2016-10-02,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,4,10/02,Home,SEA,L,17 to 27,1,1,2.0,12.0,6.0,7.0,0.0,,,,,,,
2016-10-09,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,5,10/09,Away,PIT,L,13 to 31,1,1,1.0,10.0,10.0,10.0,0.0,,,,,,,
2016-10-17,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,6,10/17,Away,ARI,L,3 to 28,1,1,4.0,24.0,6.0,7.0,0.0,,,,,,,
2016-10-23,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,7,10/23,Home,BAL,W,24 to 16,1,1,3.0,41.0,13.7,28.0,0.0,1.0,30.0,30.0,30.0,0.0,,
2016-10-30,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,8,10/30,Away,CLE,W,31 to 28,1,1,3.0,31.0,10.3,16.0,0.0,,,,,,,
2016-11-06,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,9,11/06,Away,MIA,L,23 to 27,1,1,4.0,49.0,12.3,27.0,0.0,,,,,,,
2016-11-13,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,10,11/13,Home,LA,L,6 to 9,1,0,3.0,69.0,23.0,52.0,0.0,,,,,,,
2016-11-27,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,12,11/27,Home,NE,L,17 to 22,1,1,2.0,34.0,17.0,25.0,0.0,,,,,,1.0,1.0
2016-12-05,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,13,12/05,Home,IND,L,10 to 41,1,0,4.0,61.0,15.3,40.0,1.0,,,,,,,
2016-12-11,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,14,12/11,Away,SF,W,23 to 17,1,0,6.0,99.0,16.5,40.0,0.0,2.0,12.0,6.0,13.0,0.0,,
2016-12-17,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,15,12/17,Home,MIA,L,13 to 34,1,1,4.0,80.0,20.0,40.0,1.0,,,,,,,
2016-12-24,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,16,12/24,Away,NE,L,3 to 41,1,0,0.0,0.0,,,0.0,,,,,,,
2016-01-01,robbyanderson/2556462,"Anderson, Robby",WR,2016,Regular Season,17,01/01,Home,BUF,W,30 to 10,1,0,4.0,43.0,10.8,17.0,0.0,,,,,,,
2016-12-18,demarcusayers/2555465,"Ayers, DeMarcus",WR,2016,Regular Season,15,12/18,Away,CIN,W,24 to 20,0,0,,,,,,,,,,,,
2016-12-25,demarcusayers/2555465,"Ayers, DeMarcus",WR,2016,Regular Season,16,12/25,Home,BAL,W,31 to 27,1,0,1.0,9.0,9.0,9.0,0.0,,,,,,,
2016-01-01,demarcusayers/2555465,"Ayers, DeMarcus",WR,2016,Regular Season,17,01/01,Home,CLE,W,27 to 24,1,1,5.0,44.0,8.8,15.0,1.0,2.0,-12.0,-6.0,0.0,0.0,,
2017-09-10,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,1,09/10,Away,GB,L,9 to 17,1,1,4.0,63.0,15.8,34.0,0.0,1.0,-3.0,-3.0,-3.0,0.0,,
2017-09-17,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,2,09/17,Home,SF,W,12 to 9,1,1,6.0,44.0,7.3,18.0,0.0,,,,,,,
2017-09-24,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,3,09/24,Away,TEN,L,27 to 33,1,1,10.0,105.0,10.5,36.0,1.0,,,,,,,
2017-10-01,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,4,10/01,Home,IND,W,46 to 18,1,1,3.0,35.0,11.7,27.0,0.0,,,,,,,
2017-10-08,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,5,10/08,Away,LA,W,16 to 10,1,1,4.0,37.0,9.3,15.0,0.0,,,,,,,
2017-10-22,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,7,10/22,Away,NYG,W,24 to 7,1,1,9.0,92.0,10.2,32.0,1.0,,,,,,,
2017-10-29,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,8,10/29,Home,HOU,W,41 to 38,1,1,6.0,54.0,9.0,13.0,0.0,,,,,,,
2017-11-05,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,9,11/05,Home,WAS,L,14 to 17,1,1,7.0,108.0,15.4,30.0,1.0,,,,,,,
2017-11-09,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,10,11/09,Away,ARI,W,22 to 16,1,1,5.0,95.0,19.0,54.0,0.0,,,,,,,
2017-11-20,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,11,11/20,Home,ATL,L,31 to 34,1,1,2.0,40.0,20.0,29.0,1.0,,,,,,,
2017-11-26,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,12,11/26,Away,SF,W,24 to 13,1,1,2.0,25.0,12.5,23.0,0.0,1.0,-5.0,-5.0,-5.0,0.0,,
2017-12-03,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,13,12/03,Home,PHI,W,24 to 10,1,1,5.0,84.0,16.8,47.0,0.0,,,,,,,
2017-12-10,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,14,12/10,Away,JAX,L,24 to 30,1,1,3.0,78.0,26.0,43.0,1.0,,,,,,,
2017-12-17,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,15,12/17,Home,LA,L,7 to 42,1,1,1.0,6.0,6.0,6.0,0.0,,,,,,,
2017-12-24,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,16,12/24,Away,DAL,W,21 to 12,1,1,4.0,35.0,8.8,20.0,1.0,,,,,,,
2017-12-31,dougbaldwin/2530747,"Baldwin, Doug",WR,2017,Regular Season,17,12/31,Home,ARI,L,24 to 26,1,1,4.0,90.0,22.5,29.0,2.0,,,,,,,
2016-09-11,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,1,09/11,Home,MIA,W,12 to 10,1,1,9.0,92.0,10.2,22.0,1.0,,,,,,,
2016-09-18,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,2,09/18,Away,LA,L,3 to 9,1,0,3.0,20.0,6.7,8.0,0.0,,,,,,,
2016-09-25,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,3,09/25,Home,SF,W,37 to 18,1,1,8.0,164.0,20.5,59.0,1.0,1.0,-4.0,-4.0,-4.0,0.0,,
2016-10-02,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,4,10/02,Away,NYJ,W,27 to 17,1,1,4.0,54.0,13.5,38.0,0.0,,,,,,,
2016-10-16,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,6,10/16,Home,ATL,W,26 to 24,1,1,4.0,31.0,7.8,11.0,0.0,,,,,,,
2016-10-23,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,7,10/23,Away,ARI,T,6 to 6,1,1,6.0,69.0,11.5,27.0,0.0,,,,,,,
2016-10-30,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,8,10/30,Away,NO,L,20 to 25,1,1,4.0,51.0,12.8,27.0,0.0,,,,,,,
2016-11-07,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,9,11/07,Home,BUF,W,31 to 25,1,1,6.0,89.0,14.8,50.0,0.0,,,,,,,
2016-11-13,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,10,11/13,Away,NE,W,31 to 24,1,1,6.0,59.0,9.8,18.0,3.0,,,,,,,
2016-11-20,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,11,11/20,Home,PHI,W,26 to 15,1,1,4.0,104.0,26.0,44.0,0.0,,,,,,,
2016-11-27,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,12,11/27,Away,TB,L,5 to 14,1,1,7.0,34.0,4.9,12.0,0.0,,,,,,,
2016-12-04,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,13,12/04,Home,CAR,W,40 to 7,1,1,7.0,65.0,9.3,29.0,0.0,,,,,,1.0,0.0
2016-12-11,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,14,12/11,Away,GB,L,10 to 38,1,1,6.0,46.0,7.7,10.0,0.0,,,,,,,
2016-12-15,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,15,12/15,Home,LA,W,24 to 3,1,1,5.0,35.0,7.0,17.0,1.0,,,,,,,
2016-12-24,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,16,12/24,Home,ARI,L,31 to 34,1,1,13.0,171.0,13.2,42.0,1.0,2.0,6.0,3.0,4.0,0.0,,
2016-01-01,dougbaldwin/2530747,"Baldwin, Doug",WR,2016,Regular Season,17,01/01,Away,SF,W,25 to 23,1,1,2.0,44.0,22.0,41.0,0.0,,,,,,,
2015-09-13,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,1,09/13,Away,STL,L,31 to 34,1,1,7.0,35.0,5.0,8.0,0.0,,,,,,,
2015-09-20,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,2,09/20,Away,GB,L,17 to 27,1,1,7.0,92.0,13.1,32.0,1.0,,,,,,,
2015-09-27,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,3,09/27,Home,CHI,W,26 to 0,1,1,3.0,35.0,11.7,22.0,0.0,,,,,,,
2015-10-05,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,4,10/05,Home,DET,W,13 to 10,1,1,3.0,36.0,12.0,24.0,1.0,,,,,,,
2015-10-11,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,5,10/11,Away,CIN,L,24 to 27,1,1,3.0,70.0,23.3,46.0,0.0,,,,,,,
2015-10-18,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,6,10/18,Home,CAR,L,23 to 27,1,1,3.0,23.0,7.7,14.0,0.0,,,,,,,
2015-10-22,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,7,10/22,Away,SF,W,20 to 3,1,1,2.0,19.0,9.5,15.0,0.0,,,,,,,
2015-11-01,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,8,11/01,Away,DAL,W,13 to 12,1,1,3.0,35.0,11.7,15.0,0.0,,,,,,,
2015-11-15,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,10,11/15,Home,ARI,L,32 to 39,1,1,7.0,134.0,19.1,33.0,1.0,,,,,,,
2015-11-22,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,11,11/22,Home,SF,W,29 to 13,1,1,6.0,60.0,10.0,21.0,0.0,,,,,,,
2015-11-29,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,12,11/29,Home,PIT,W,39 to 30,1,1,6.0,145.0,24.2,80.0,3.0,,,,,,,
2015-12-06,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,13,12/06,Away,MIN,W,38 to 7,1,1,5.0,94.0,18.8,53.0,2.0,,,,,,,
2015-12-13,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,14,12/13,Away,BAL,W,35 to 6,1,1,6.0,82.0,13.7,22.0,3.0,,,,,,,
2015-12-20,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,15,12/20,Home,CLE,W,30 to 13,1,1,4.0,45.0,11.3,27.0,2.0,,,,,,,
2015-12-27,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,16,12/27,Home,STL,L,17 to 23,1,1,8.0,118.0,14.8,28.0,1.0,,,,,,1.0,0.0
2015-01-03,dougbaldwin/2530747,"Baldwin, Doug",WR,2015,Regular Season,17,01/03,Away,ARI,W,36 to 6,1,1,5.0,46.0,9.2,15.0,0.0,,,,,,,
2014-09-04,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,1,09/04,Home,GB,W,36 to 16,1,1,3.0,14.0,4.7,6.0,0.0,,,,,,,
2014-09-14,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,2,09/14,Away,SD,L,21 to 30,1,1,3.0,35.0,11.7,16.0,0.0,,,,,,,
2014-09-21,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,3,09/21,Home,DEN,W,26 to 20,1,1,4.0,56.0,14.0,16.0,0.0,,,,,,,
2014-10-06,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,5,10/06,Away,WAS,W,27 to 17,1,1,4.0,50.0,12.5,20.0,0.0,,,,,,,
2014-10-12,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,6,10/12,Home,DAL,L,23 to 30,1,1,2.0,32.0,16.0,20.0,0.0,,,,,,,
2014-10-19,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,7,10/19,Away,STL,L,26 to 28,1,1,7.0,123.0,17.6,49.0,1.0,,,,,,,
2014-10-26,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,8,10/26,Away,CAR,W,13 to 9,1,1,6.0,61.0,10.2,18.0,0.0,,,,,,,
2014-11-02,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,9,11/02,Home,OAK,W,30 to 24,1,1,5.0,38.0,7.6,20.0,0.0,,,,,,,
2014-11-09,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,10,11/09,Home,NYG,W,38 to 17,1,1,4.0,31.0,7.8,14.0,0.0,,,,,,,
2014-11-16,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,11,11/16,Away,KC,L,20 to 24,1,1,6.0,45.0,7.5,23.0,1.0,,,,,,,
2014-11-23,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,12,11/23,Home,ARI,W,19 to 3,1,1,2.0,6.0,3.0,3.0,0.0,,,,,,,
2014-11-27,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,13,11/27,Away,SF,W,19 to 3,1,1,2.0,28.0,14.0,24.0,0.0,,,,,,,
2014-12-07,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,14,12/07,Away,PHI,W,24 to 14,1,1,5.0,97.0,19.4,25.0,1.0,,,,,,,
2014-12-14,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,15,12/14,Home,SF,W,17 to 7,1,1,3.0,53.0,17.7,35.0,0.0,,,,,,,
2014-12-21,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,16,12/21,Away,ARI,W,35 to 6,1,1,7.0,113.0,16.1,49.0,0.0,,,,,,,
2014-12-28,dougbaldwin/2530747,"Baldwin, Doug",WR,2014,Regular Season,17,12/28,Home,STL,W,20 to 6,1,1,3.0,43.0,14.3,38.0,0.0,1.0,8.0,8.0,8.0,0.0,,
2013-09-08,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,1,09/08,Away,CAR,W,12 to 7,1,0,7.0,91.0,13.0,25.0,0.0,1.0,3.0,3.0,3.0,0.0,,
2013-09-15,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,2,09/15,Home,SF,W,29 to 3,1,0,1.0,51.0,51.0,51.0,0.0,,,,,,,
2013-09-22,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,3,09/22,Home,JAC,W,45 to 17,1,0,1.0,35.0,35.0,35.0,1.0,,,,,,,
2013-09-29,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,4,09/29,Away,HOU,W,23 to 20,1,0,3.0,39.0,13.0,24.0,0.0,,,,,,,
2013-10-06,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,5,10/06,Away,IND,L,28 to 34,1,1,5.0,80.0,16.0,27.0,0.0,,,,,,,
2013-10-13,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,6,10/13,Home,TEN,W,20 to 13,1,0,4.0,48.0,12.0,28.0,0.0,,,,,,,
2013-10-17,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,7,10/17,Away,ARI,W,34 to 22,1,1,1.0,16.0,16.0,16.0,0.0,,,,,,,
2013-10-28,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,8,10/28,Away,STL,W,14 to 9,1,0,1.0,12.0,12.0,12.0,0.0,,,,,,,
2013-11-03,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,9,11/03,Home,TB,W,27 to 24,1,1,6.0,75.0,12.5,28.0,1.0,,,,,,,
2013-11-10,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,10,11/10,Away,ATL,W,33 to 10,1,1,5.0,76.0,15.2,30.0,0.0,,,,,,,
2013-11-17,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,11,11/17,Home,MIN,W,41 to 20,1,1,2.0,63.0,31.5,44.0,1.0,,,,,,,
2013-12-02,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,13,12/02,Home,NO,W,34 to 7,1,1,4.0,77.0,19.3,52.0,1.0,,,,,,,
2013-12-08,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,14,12/08,Away,SF,L,17 to 19,1,1,3.0,36.0,12.0,14.0,0.0,,,,,,,
2013-12-15,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,15,12/15,Away,NYG,W,23 to 0,1,1,6.0,71.0,11.8,25.0,1.0,1.0,3.0,3.0,3.0,0.0,,
2013-12-22,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,16,12/22,Home,ARI,L,10 to 17,1,1,1.0,8.0,8.0,8.0,0.0,,,,,,,
2013-12-29,dougbaldwin/2530747,"Baldwin, Doug",WR,2013,Regular Season,17,12/29,Home,STL,W,27 to 9,1,0,0.0,0.0,,,0.0,,,,,,,
2012-09-09,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,1,09/09,Away,ARI,L,16 to 20,1,0,2.0,5.0,2.5,4.0,0.0,,,,,,,
2012-09-16,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,2,09/16,Home,DAL,W,27 to 7,1,0,1.0,8.0,8.0,8.0,0.0,,,,,,,
2012-09-24,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,3,09/24,Home,GB,W,14 to 12,0,0,,,,,,,,,,,,
2012-09-30,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,4,09/30,Away,STL,L,13 to 19,1,0,1.0,10.0,10.0,10.0,0.0,,,,,,,
2012-10-07,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,5,10/07,Away,CAR,W,16 to 12,1,0,3.0,37.0,12.3,19.0,0.0,,,,,,,
2012-10-14,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,6,10/14,Home,NE,W,24 to 23,1,0,2.0,74.0,37.0,50.0,1.0,,,,,,,
2012-10-18,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,7,10/18,Away,SF,L,6 to 13,1,0,2.0,15.0,7.5,8.0,0.0,,,,,,,
2012-10-28,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,8,10/28,Away,DET,L,24 to 28,0,0,,,,,,,,,,,,
2012-11-04,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,9,11/04,Home,MIN,W,30 to 20,1,1,1.0,6.0,6.0,6.0,0.0,,,,,,,
2012-11-11,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,10,11/11,Home,NYJ,W,28 to 7,1,0,3.0,42.0,14.0,18.0,0.0,,,,,,,
2012-11-25,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,12,11/25,Away,MIA,L,21 to 24,1,1,1.0,14.0,14.0,14.0,0.0,,,,,,,
2012-12-02,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,13,12/02,Away,CHI,W,23 to 17,1,0,4.0,46.0,11.5,20.0,0.0,,,,,,,
2012-12-09,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,14,12/09,Home,ARI,W,58 to 0,1,0,2.0,29.0,14.5,27.0,0.0,,,,,,,
2012-12-16,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,15,12/16,Away,BUF,W,50 to 17,1,0,1.0,8.0,8.0,8.0,0.0,,,,,,,
2012-12-23,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,16,12/23,Home,SF,W,42 to 13,1,1,4.0,53.0,13.3,43.0,2.0,,,,,,,
2012-12-30,dougbaldwin/2530747,"Baldwin, Doug",WR,2012,Regular Season,17,12/30,Home,STL,W,20 to 13,1,1,2.0,19.0,9.5,12.0,0.0,,,,,,,
2011-09-11,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,1,09/11,Away,SF,L,17 to 33,1,0,4.0,83.0,20.8,55.0,1.0,,,,,,,
2011-09-18,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,2,09/18,Away,PIT,L,0 to 24,1,0,1.0,4.0,4.0,4.0,0.0,,,,,,,
2011-09-25,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,3,09/25,Home,ARI,W,13 to 10,1,0,2.0,23.0,11.5,20.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,,
2011-10-02,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,4,10/02,Home,ATL,L,28 to 30,1,0,5.0,84.0,16.8,30.0,0.0,,,,,,,
2011-10-09,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,5,10/09,Away,NYG,W,36 to 25,1,0,8.0,136.0,17.0,27.0,1.0,,,,,,,
2011-10-23,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,7,10/23,Away,CLE,L,3 to 6,1,0,0.0,0.0,,,0.0,,,,,,,
2011-10-30,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,8,10/30,Home,CIN,L,12 to 34,1,0,5.0,73.0,14.6,31.0,0.0,,,,,,,
2011-11-06,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,9,11/06,Away,DAL,L,13 to 23,1,0,3.0,31.0,10.3,25.0,0.0,,,,,,,
2011-11-13,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,10,11/13,Home,BAL,W,22 to 17,1,0,1.0,50.0,50.0,50.0,0.0,,,,,,,
2011-11-20,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,11,11/20,Away,STL,W,24 to 7,1,0,3.0,60.0,20.0,35.0,0.0,,,,,,,
2011-11-27,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,12,11/27,Home,WAS,L,17 to 23,1,0,5.0,60.0,12.0,24.0,0.0,,,,,,,
2011-12-01,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,13,12/01,Home,PHI,W,31 to 14,1,0,1.0,21.0,21.0,21.0,0.0,,,,,,,
2011-12-12,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,14,12/12,Home,STL,W,30 to 13,1,0,7.0,93.0,13.3,29.0,1.0,,,,,,,
2011-12-18,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,15,12/18,Away,CHI,W,38 to 14,1,0,1.0,13.0,13.0,13.0,0.0,,,,,,,
2011-12-24,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,16,12/24,Home,SF,L,17 to 19,1,1,2.0,17.0,8.5,13.0,1.0,,,,,,,
2011-01-01,dougbaldwin/2530747,"Baldwin, Doug",WR,2011,Regular Season,17,01/01,Away,ARI,L,20 to 23,1,0,3.0,40.0,13.3,21.0,0.0,,,,,,,
