Player Id,Year,Rushing Yards pts sum,Rushing Yards pts mean,Receiving Yards pts sum,Receiving Yards pts mean,Rushing TDs pts sum,Rushing TDs pts mean,Receiving TDs pts sum,Receiving TDs pts mean,Receptions pts sum,Receptions pts mean,Rushing Bonus pts sum,Rushing Bonus pts mean,Receiving Bonus pts sum,Receiving Bonus pts mean,Total pts sum,Total pts mean,Total pts active sum,Total pts started sum,Games Played sum,Games Played mean,Games Started sum,Percentage Started Games,Avg pts per Games Played,Avg pts per Games Started,Percentage Played Games,Sum Fantasy Rank,Avg Fantasy Rank,Avg pts Played Rank,Avg pts Started Rank
jerelladams/2555311,2017,,,9.2,1.5333333333333332,,,0.0,0.0,3.2,0.5333333333333333,0,0,0,0.0,12.4,0.775,12.4,0.0,16,1.0,1,0.0625,0.775,0.0,1.0,67.0,74.0,75.0,84.0
jerelladams/2555311,2016,,,12.200000000000001,1.3555555555555556,,,6.0,0.6666666666666666,6.400000000000001,0.7111111111111112,0,0,0,0.0,24.599999999999998,1.5374999999999999,24.599999999999998,4.3,13,0.8125,2,0.125,1.8923076923076922,2.15,0.8125,45.0,45.0,46.0,44.0
dwayneallen/2533046,2017,,,8.600000000000001,0.7166666666666668,,,6.0,0.5,4.0,0.3333333333333333,0,0,0,0.0,18.6,1.1625,18.6,6.3,16,1.0,8,0.5,1.1625,0.7875,1.0,61.0,66.0,68.0,70.0
dwayneallen/2533046,2016,,,40.6,2.9,,,36.0,2.5714285714285716,14.0,1.0,0,0,0,0.0,90.6,5.6625,90.6,90.6,14,0.875,14,0.875,6.471428571428571,6.471428571428571,0.875,15.0,15.0,17.0,17.0
dwayneallen/2533046,2015,0.1,0.1,10.9,0.9083333333333333,0.0,0.0,6.0,0.5,6.4,0.5333333333333333,0,0,0,0.0,23.400000000000002,1.56,23.400000000000002,22.400000000000002,13,0.8666666666666667,12,0.8,1.8000000000000003,1.866666666666667,0.8125,37.0,38.0,38.0,39.0
dwayneallen/2533046,2014,,,39.49999999999999,3.291666666666666,,,48.0,4.0,11.600000000000001,0.9666666666666668,0,0,0,0.0,99.10000000000002,6.193750000000001,99.10000000000002,99.10000000000002,13,0.8125,13,0.8125,7.623076923076924,7.623076923076924,0.8125,10.0,10.0,6.0,10.0
dwayneallen/2533046,2013,,,2.0,2.0,,,6.0,6.0,0.4,0.4,0,0,0,0.0,8.4,4.2,8.4,8.4,1,0.5,1,0.5,8.4,8.4,0.0625,30.0,15.0,7.0,9.0
dwayneallen/2533046,2012,0.5,0.16666666666666666,52.10000000000001,3.473333333333334,0.0,0.0,18.0,1.2,18.000000000000004,1.2000000000000002,0,0,0,0.0,88.6,5.5375,88.6,88.6,16,1.0,16,1.0,5.5375,5.5375,1.0,10.0,10.0,10.0,11.0
jaceamaro/2543481,2016,,,5.9,5.9,,,0.0,0.0,1.2000000000000002,1.2000000000000002,0,0,0,0.0,7.1000000000000005,0.44375000000000003,7.1000000000000005,0.0,3,0.1875,0,0.0,2.3666666666666667,,0.1875,64.0,67.0,41.0,
jaceamaro/2543481,2014,,,34.50000000000001,2.653846153846154,,,12.0,0.9230769230769231,15.200000000000003,1.1692307692307695,0,0,0,0.0,61.7,3.85625,61.7,11.700000000000001,14,0.875,4,0.25,4.4071428571428575,2.9250000000000003,0.875,16.0,18.0,18.0,25.0
stephenanderson/2556463,2017,,,34.2,2.442857142857143,,,6.0,0.42857142857142855,10.000000000000002,0.7142857142857144,0,0,0,0.0,50.2,3.1375,50.2,20.6,15,0.9375,5,0.3125,3.3466666666666667,4.12,0.9375,30.0,36.0,37.0,34.0
stephenanderson/2556463,2016,,,9.3,1.0333333333333334,,,6.0,0.6666666666666666,4.3999999999999995,0.4888888888888888,0,0,0,0.0,19.700000000000003,1.2312500000000002,19.700000000000003,0.0,13,0.8125,0,0.0,1.5153846153846156,,0.8125,49.0,50.0,49.0,
antonyauclair/2559044,2017,,,2.5,1.25,,,0.0,0.0,0.8,0.4,0,0,0,0.0,3.3000000000000003,0.20625000000000002,3.3000000000000003,0.0,8,0.5,3,0.1875,0.41250000000000003,0.0,0.5,88.5,91.5,86.0,84.0
evanbaylis/2559299,2017,,,,,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,0.0,0.0,,0.0625,108.0,108.0,106.5,
blakebell/2552478,2017,,,1.9000000000000004,0.6333333333333334,,,0.0,0.0,1.2000000000000002,0.4000000000000001,0,0,0,0.0,3.1,0.23846153846153847,3.1,3.1,13,1.0,3,0.23076923076923078,0.23846153846153847,1.0333333333333334,0.8125,90.0,89.0,92.0,62.0
blakebell/2552478,2016,,,8.5,1.4166666666666667,,,0.0,0.0,1.6,0.26666666666666666,0,0,0,0.0,10.100000000000001,0.7214285714285715,10.100000000000001,0.0,13,0.9285714285714286,0,0.0,0.776923076923077,,0.8125,60.0,63.0,65.0,
blakebell/2552478,2015,,,18.6,2.066666666666667,,,0.0,0.0,6.0,0.6666666666666666,0,0,0,0.0,24.6,1.5375,24.6,8.9,14,0.875,5,0.3125,1.7571428571428573,1.78,0.875,36.0,39.0,39.0,41.0
braedonbowman/2556476,2016,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,0.6,0,0.0,0.0,,0.1875,90.0,90.0,89.0,
