Player Id,Year,Rushing Yards pts sum,Rushing Yards pts mean,Receiving Yards pts sum,Receiving Yards pts mean,Rushing TDs pts sum,Rushing TDs pts mean,Receiving TDs pts sum,Receiving TDs pts mean,Receptions pts sum,Receptions pts mean,Rushing Bonus pts sum,Rushing Bonus pts mean,Receiving Bonus pts sum,Receiving Bonus pts mean,Total pts sum,Total pts mean,Total pts active sum,Total pts started sum,Games Played sum,Games Played mean,Games Started sum,Percentage Started Games,Avg pts per Games Played,Avg pts per Games Started,Percentage Played Games,Sum Fantasy Rank,Avg Fantasy Rank,Avg pts Played Rank,Avg pts Started Rank
giovanibernard/2540156,2017,45.800000000000004,2.8625000000000003,38.9,2.43125,12.0,0.75,12.0,0.75,17.200000000000003,1.0750000000000002,2,0.125,0,0.0,127.9,7.99375,127.9,26.9,16,1.0,2,0.125,7.99375,13.45,1.0,33.0,38.0,41.0,16.0
giovanibernard/2540156,2016,33.7,3.37,33.599999999999994,3.3599999999999994,12.0,1.2,6.0,0.6,15.600000000000001,1.56,0,0.0,2,0.2,102.89999999999999,10.29,102.89999999999999,23.0,10,1.0,2,0.2,10.29,11.5,0.625,36.0,23.0,26.0,37.0
giovanibernard/2540156,2015,73.00000000000001,4.562500000000001,47.2,3.146666666666667,12.0,0.75,0.0,0.0,19.600000000000005,1.306666666666667,2,0.125,2,0.125,155.79999999999998,9.737499999999999,155.79999999999998,6.700000000000001,16,1.0,1,0.0625,9.737499999999999,6.700000000000001,1.0,14.0,19.0,22.0,38.0
giovanibernard/2540156,2014,68.0,5.230769230769231,34.9,2.6846153846153844,30.0,2.3076923076923075,12.0,0.9230769230769231,17.200000000000003,1.3230769230769233,2,0.125,0,0.0,164.1,10.25625,164.1,115.60000000000001,13,0.8125,9,0.5625,12.623076923076923,12.844444444444445,0.8125,10.0,10.0,7.0,8.0
giovanibernard/2540156,2013,69.50000000000001,4.343750000000001,51.4,3.2125,30.0,1.875,18.0,1.125,22.400000000000002,1.4000000000000001,0,0.0,0,0.0,191.3,11.95625,191.3,0.0,16,1.0,0,0.0,11.95625,,1.0,5.0,6.0,6.0,
kapribibbs/2550542,2017,7.9,2.6333333333333333,12.8,4.266666666666667,0.0,0.0,6.0,2.0,5.6000000000000005,1.866666666666667,0,0.0,0,0.0,32.3,10.766666666666666,32.3,0.0,3,1.0,0,0.0,10.766666666666666,,0.1875,79.0,20.0,21.0,
kapribibbs/2550542,2016,12.9,1.842857142857143,7.5,1.875,0.0,0.0,6.0,1.5,0.8,0.2,0,0.0,0,0.0,27.200000000000003,2.266666666666667,27.200000000000003,0.0,12,1.0,0,0.0,2.266666666666667,,0.75,74.0,71.0,77.0,
kapribibbs/2550542,2015,,,,,,,,,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,0.0,0.0,,0.0625,88.0,88.0,88.0,
kapribibbs/2550542,2014,,,,,,,,,,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,,0.0,58.5,58.5,,
legarretteblount/497149,2017,76.60000000000001,5.106666666666667,5.0,0.7142857142857143,12.0,0.8,6.0,0.8571428571428571,3.2,0.4571428571428572,2,0.125,0,0.0,104.80000000000001,6.550000000000001,104.80000000000001,77.89999999999999,16,1.0,11,0.6875,6.550000000000001,7.081818181818181,1.0,39.0,45.0,50.0,53.0
legarretteblount/497149,2016,116.10000000000001,7.2562500000000005,3.8000000000000003,0.76,108.0,6.75,0.0,0.0,2.8,0.5599999999999999,8,0.5,0,0.0,238.7,14.91875,238.7,130.4,16,1.0,8,0.5,14.91875,16.3,1.0,7.0,7.0,9.0,13.5
legarretteblount/497149,2015,70.30000000000001,5.858333333333334,4.300000000000001,0.8600000000000001,36.0,3.0,6.0,1.2,2.4,0.48,2,0.16666666666666666,0,0.0,121.0,10.083333333333334,121.0,42.2,12,1.0,6,0.5,10.083333333333334,7.033333333333334,0.75,26.0,16.0,20.0,35.0
legarretteblount/497149,2014,54.70000000000001,3.6466666666666674,5.4,0.7714285714285715,30.0,2.0,0.0,0.0,4.0,0.5714285714285714,2,0.11764705882352941,0,0.0,96.10000000000001,5.652941176470589,96.10000000000001,8.500000000000002,16,0.9411764705882353,1,0.058823529411764705,6.0062500000000005,8.500000000000002,1.0,20.0,24.0,25.0,23.0
